Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDC37,2881.95480081,OUT027
FDZ14,1949.99312307,OUT018
DRG49,3897.00392105,OUT049
NCG06,4097.41353011,OUT045
DRC36,2879.56540607,OUT045
FDV21,278.772829556,OUT019
FDB53,2505.20348016,OUT046
DRP47,572.678989914,OUT019
FDA14,2466.21228556,OUT013
DRC24,2532.91940819,OUT035
FDW21,1614.04860288,OUT018
NCH29,1555.49772768,OUT046
FDU58,3102.685279,OUT013
FDY27,2898.34885044,OUT017
FDV56,1654.46790741,OUT035
FDT59,3816.51212469,OUT046
FDB23,3760.6746133,OUT046
FDR49,758.909307458,OUT045
FDB03,575.005942704,OUT010
FDN39,2643.32547568,OUT045
FDX02,5865.56587679,OUT027
FDQ16,2881.95480081,OUT027
FDU35,1559.20918864,OUT018
NCT29,2015.59194733,OUT013
FDZ27,788.019597878,OUT046
FDN57,2031.7731223,OUT017
FDA03,2437.74521381,OUT018
FDZ36,3125.47532269,OUT045
NCU05,1408.2563344,OUT013
FDT39,2382.07510937,OUT018
FDK60,1554.33403553,OUT017
FDZ25,2803.57890029,OUT017
FDG12,2084.34528597,OUT046
DRB01,503.285467746,OUT019
NCC43,5865.56587679,OUT027
FDX13,572.708726993,OUT019
FDM22,877.999108122,OUT049
FDJ03,1091.01270179,OUT027
FDU14,3813.48908939,OUT018
FDB33,379.562991474,OUT010
FDP27,3137.12978669,OUT046
FDO38,157.32931896,OUT010
FDE28,5865.56587679,OUT027
FDO27,1520.26236991,OUT035
DRL23,2876.80745712,OUT027
FDS28,940.323313597,OUT046
FDX24,1465.61679735,OUT013
FDZ02,1551.81780438,OUT035
FDL46,1906.94419389,OUT045
FDS60,4750.57784372,OUT027
NCO06,593.579967567,OUT017
FDO16,1352.18550531,OUT035
FDC60,1361.81094212,OUT049
FDA48,3404.92138135,OUT018
FDZ36,5132.9840902,OUT027
FDK27,2037.08002344,OUT045
FDW23,605.880181943,OUT018
FDM14,1678.98191093,OUT018
FDM14,1644.72140822,OUT013
FDW60,2824.91809462,OUT018
FDE21,1963.83102923,OUT013
NCM42,1655.08031659,OUT035
FDY59,229.501224391,OUT010
DRI49,1298.14968535,OUT049
FDT28,364.80115046,OUT019
FDQ22,608.445583367,OUT018
FDR60,1259.76409169,OUT049
FDC50,237.024254243,OUT019
FDV24,2408.42759118,OUT013
DRF48,488.833110555,OUT010
FDQ47,631.824907686,OUT046
DRN36,1545.19199739,OUT049
NCY06,2012.5473644,OUT035
FDE52,1384.31649441,OUT035
NCB54,2007.11598493,OUT045
NCF31,2488.31877991,OUT035
FDJ08,5153.12922694,OUT027
NCC07,1647.52537246,OUT017
NCD19,1256.00700813,OUT027
FDL46,1981.01045523,OUT049
FDM20,3981.67720409,OUT045
NCI06,450.248550728,OUT010
DRM11,4231.42193879,OUT035
NCH07,2505.86471888,OUT018
FDS23,2029.78367418,OUT013
FDO49,763.133585628,OUT018
FDS35,1063.59021648,OUT049
DRK39,1336.84006702,OUT045
DRI39,910.863771805,OUT049
FDV04,2529.69502368,OUT017
NCN14,3048.44892965,OUT035
FDH08,3755.97900483,OUT013
FDS20,3146.62492826,OUT046
FDV40,1136.192683,OUT049
FDZ48,257.458667678,OUT010
FDS24,2570.8684551,OUT027
FDK44,2860.81959565,OUT049
FDS48,2520.32257727,OUT045
FDK26,492.314014271,OUT010
FDD23,3097.50427864,OUT045
NCH54,2613.0026281,OUT017
NCP14,242.126481637,OUT010
FDM60,131.038449207,OUT010
FDV24,2444.33841042,OUT017
FDH08,3521.91074614,OUT018
FDS12,2993.13437067,OUT027
FDR39,4819.19128616,OUT027
FDP12,1002.25649972,OUT027
DRF60,5865.56587679,OUT027
FDC09,1645.95591586,OUT035
FDF50,3034.66844355,OUT018
FDG28,3970.00961985,OUT035
NCE19,867.745668161,OUT017
NCM53,250.015184686,OUT010
NCN18,1710.57834279,OUT049
FDF32,3111.61516322,OUT035
FDF11,3887.07235957,OUT013
DRI59,3732.69757591,OUT049
NCG54,2797.53114948,OUT035
FDM44,1635.32281974,OUT046
FDT57,3592.19778554,OUT018
FDV24,2446.22881628,OUT046
FDI50,574.882807317,OUT019
FDS09,770.099876436,OUT035
NCC31,4117.72407077,OUT027
FDQ07,574.853070238,OUT019
FDC22,3126.87094292,OUT017
FDZ56,2773.71425434,OUT046
FDZ40,131.038449207,OUT019
FDS46,2935.07585261,OUT027
DRD24,2069.83174145,OUT045
FDV45,3077.52785279,OUT017
FDL26,2539.38480487,OUT045
FDA56,1993.80015712,OUT018
FDN27,1969.7133849,OUT046
FDM20,3919.30051717,OUT049
FDO16,1336.01207176,OUT017
FDL03,2993.21157488,OUT035
FDE58,1954.37738465,OUT046
FDI02,2918.4332038,OUT027
NCC55,131.038449207,OUT019
FDR03,3218.69869955,OUT018
FDB14,1451.56306889,OUT017
FDR45,3898.49211692,OUT013
NCN07,2038.19864842,OUT017
FDM51,248.03124489,OUT019
FDT52,5865.56587679,OUT027
FDL26,2516.73759647,OUT046
NCZ42,3929.23049857,OUT046
DRI47,363.568845391,OUT019
FDW40,2082.15389486,OUT013
FDN34,2786.56688352,OUT046
FDS01,2926.78419499,OUT035
NCG55,1912.72630125,OUT045
FDC11,1355.5660001,OUT035
FDX35,3460.39263415,OUT018
NCB06,2599.65758701,OUT046
FDR09,572.678989914,OUT019
FDC53,1553.86325325,OUT017
FDY45,4134.22276975,OUT013
FDA22,385.085569789,OUT010
FDE02,1519.7615298,OUT035
FDW21,1634.64464953,OUT045
FDV34,1177.07542382,OUT046
FDS59,1647.40684242,OUT049
NCW17,2057.32089205,OUT017
NCK54,1971.56742255,OUT046
FDG17,574.882807317,OUT019
FDG35,2842.17190941,OUT017
FDD08,131.038449207,OUT010
NCO07,3693.04291751,OUT017
FDJ10,277.676798935,OUT010
FDW36,1645.45507575,OUT017
FDW21,240.047609114,OUT010
FDY19,1923.21751719,OUT017
DRE03,824.616818191,OUT013
NCC55,641.115516353,OUT049
FDH52,134.163907426,OUT010
FDO09,4062.37471349,OUT017
FDU43,3950.35613517,OUT045
FDX09,423.507714191,OUT010
FDH40,197.516932734,OUT019
FDW58,1645.45507575,OUT017
FDC47,3771.40532254,OUT017
NCR41,1503.64384054,OUT035
DRG49,3955.77720667,OUT035
FDC52,4089.3712904,OUT027
FDY13,1195.49012452,OUT046
FDY35,719.441780588,OUT013
FDI35,3106.2349558,OUT017
NCU18,2108.87472367,OUT049
FDY33,2514.80225789,OUT018
FDC15,4216.28784417,OUT027
FDU01,3072.53804095,OUT049
NCU42,2771.837156,OUT046
NCV29,2821.70850078,OUT018
NCY30,3032.48913766,OUT017
FDQ46,1725.215458,OUT049
FDG58,4114.65932761,OUT027
FDK33,3700.20557455,OUT017
NCD07,1898.89577817,OUT045
NCX29,4037.27076902,OUT027
NCT42,2414.43355605,OUT013
DRN59,752.9318949,OUT035
FDI44,1267.48682844,OUT035
FDA45,2856.71984455,OUT049
FDP31,1064.48621856,OUT045
FDY01,1944.27875343,OUT046
FDT09,2022.56831138,OUT018
DRH03,2834.9475434,OUT027
FDA36,3037.85642909,OUT018
NCF31,2465.43266577,OUT017
FDG14,2456.90535939,OUT049
FDG28,5865.56587679,OUT027
FDU14,4087.22771429,OUT049
FDY47,282.805449453,OUT019
FDI56,1377.37873079,OUT049
DRD01,1009.06686167,OUT013
FDM22,955.166726172,OUT046
FDH33,713.290427788,OUT013
DRZ24,1942.77384248,OUT013
NCQ38,1646.49276691,OUT046
FDO16,2337.26588267,OUT027
FDU07,4062.19838406,OUT027
NCB07,2997.82618149,OUT013
FDU48,2022.52945513,OUT045
NCM43,2657.75637427,OUT045
FDR31,362.066606337,OUT010
DRK49,611.286132786,OUT018
NCI30,574.800044777,OUT010
DRD60,3047.20783271,OUT017
NCG19,3780.8615378,OUT046
FDH12,1645.93340598,OUT035
FDM32,1440.32731405,OUT035
FDM27,2552.1403182,OUT035
NCU53,4269.48397901,OUT027
NCQ18,1575.43153155,OUT046
FDS10,2896.25575649,OUT013
FDB33,4216.28784417,OUT027
FDI12,1418.23967505,OUT013
NCW42,3660.0865871,OUT013
NCC06,2013.91153934,OUT018
FDW02,2009.78396269,OUT017
NCD43,1646.56832504,OUT017
FDM57,1350.72070327,OUT018
FDA58,3810.62795231,OUT017
FDK56,3147.34637498,OUT046
FDP52,3868.07275742,OUT045
FDW20,2002.27570971,OUT018
FDS52,1614.59572703,OUT049
NCT29,1942.77175397,OUT018
NCL54,2879.46698485,OUT013
FDC05,3081.26205359,OUT045
FDF34,3060.9516692,OUT035
FDP03,2985.78596645,OUT027
FDD32,190.116943712,OUT010
FDZ10,2011.25727823,OUT045
FDZ40,866.779148299,OUT035
FDD51,621.801476689,OUT018
NCY30,431.875309071,OUT019
FDP58,3660.61985039,OUT017
FDV49,4219.14507927,OUT017
FDY24,131.038449207,OUT019
NCO55,1648.02096942,OUT017
FDR13,1926.39549526,OUT017
FDS51,1010.79712501,OUT017
FDP26,1644.91662991,OUT045
NCB54,2995.2526049,OUT027
FDF32,3056.34330517,OUT017
FDN31,3043.98355304,OUT018
DRM48,593.579967567,OUT017
FDN20,2762.80838197,OUT049
DRL01,3809.66630814,OUT046
FDV56,1640.45225692,OUT049
DRH13,2881.95480081,OUT027
FDA03,2514.51202249,OUT017
FDF47,5865.56587679,OUT027
FDX32,2519.6987029,OUT046
FDX57,1543.45249128,OUT049
NCA30,3016.4468872,OUT045
FDO49,828.840314247,OUT013
FDL04,249.136855464,OUT019
DRM48,600.289284203,OUT035
FDR16,3535.89990619,OUT013
NCC19,3053.8800036,OUT018
NCE42,3917.01891356,OUT045
FDY24,866.375172313,OUT017
FDH19,2842.22623237,OUT049
FDJ46,2856.05960176,OUT013
FDN45,572.83186238,OUT010
FDY08,2024.38978923,OUT035
FDZ37,1365.07844144,OUT035
NCT30,762.562985863,OUT045
DRY23,615.389909974,OUT018
NCZ30,1991.17933265,OUT018
FDC44,1849.53961689,OUT018
FDB45,1645.93340598,OUT035
FDY04,2577.22686409,OUT013
FDM27,2583.0751885,OUT046
FDZ43,3934.21343015,OUT017
FDT39,365.58141182,OUT019
NCC06,281.446702581,OUT019
FDL15,4114.65932761,OUT027
FDL57,4102.48351171,OUT017
FDU08,1567.66964389,OUT046
FDK40,4216.66960428,OUT017
FDQ12,572.86159946,OUT010
FDS48,2506.49263281,OUT017
FDP09,3691.09987386,OUT045
FDW21,1564.40895491,OUT049
FDY25,3054.45949968,OUT035
DRE13,1354.46021784,OUT017
FDV43,131.038449207,OUT019
FDD22,1725.98437869,OUT045
FDM46,236.42042641,OUT019
NCO30,478.796673449,OUT010
FDM25,2880.75631757,OUT046
NCN41,2045.28842451,OUT049
FDU24,1454.96281995,OUT045
FDZ50,3140.58965599,OUT046
FDP45,4042.86875297,OUT013
NCM54,2009.78245579,OUT045
FDW10,423.507714191,OUT019
FDP20,2015.63938439,OUT017
FDK32,2522.13671309,OUT046
FDN52,1366.02878515,OUT049
FDM58,1712.99584269,OUT045
FDZ46,2915.11542929,OUT027
NCA18,1861.99956303,OUT018
FDD35,2089.21626824,OUT046
NCK31,761.783822135,OUT035
FDI40,2850.0259874,OUT027
FDT50,239.784099702,OUT019
NCT06,2627.24514809,OUT046
FDT31,3011.61932375,OUT035
FDT45,877.634160265,OUT049
FDT13,3077.1755053,OUT045
FDO50,1386.09780538,OUT045
NCU18,276.886035321,OUT010
NCR54,3080.13511912,OUT049
NCO18,2826.04402565,OUT018
FDU09,870.288083229,OUT045
FDT13,3018.748176,OUT018
FDE09,1747.01458067,OUT046
NCK53,247.705235609,OUT019
FDG45,3635.53889215,OUT049
DRH15,672.651950276,OUT035
FDO21,574.882807317,OUT019
FDD14,5129.99151728,OUT027
FDC09,1645.40202751,OUT046
FDH45,1018.31693529,OUT027
FDV32,1122.72583066,OUT046
FDG12,1986.31254022,OUT035
FDS32,2075.81222748,OUT013
NCL55,3746.83406483,OUT018
DRE01,3871.06868196,OUT035
DRE15,1265.29336407,OUT049
NCL42,3962.5735398,OUT045
FDP31,1212.39422917,OUT013
FDN33,1434.18045209,OUT018
FDZ59,2569.79337454,OUT046
FDE45,426.785643535,OUT010
FDJ07,1987.34183605,OUT013
FDQ45,3035.54373303,OUT018
FDM33,5865.56587679,OUT027
FDO15,148.134950411,OUT010
FDM46,1465.58673952,OUT013
FDR03,3400.01395838,OUT045
FDY49,2636.28067315,OUT018
FDQ60,1930.37079835,OUT045
FDW10,2841.70382811,OUT049
FDO51,685.054776907,OUT049
FDJ40,1631.1184306,OUT018
FDS20,3054.46591908,OUT018
FDU45,1810.91515525,OUT013
FDV02,2781.75804514,OUT035
FDN09,3944.495813,OUT046
NCM55,5136.94086959,OUT027
FDN23,2374.02327295,OUT018
FDY31,362.955943523,OUT010
FDW03,242.145455786,OUT010
FDD14,3067.64480468,OUT046
FDV23,2002.51240457,OUT017
DRI03,2874.60061368,OUT045
FDN13,1578.79947068,OUT035
FDF45,1322.97819084,OUT027
FDU46,1368.00286068,OUT035
FDB57,3707.57209983,OUT049
FDV12,1572.44888123,OUT049
FDQ58,2410.6015199,OUT013
NCA18,1899.17902927,OUT017
FDH52,988.469100392,OUT049
FDM24,2375.32639115,OUT018
NCP43,4823.01910801,OUT027
NCO18,428.300423024,OUT019
FDM32,1399.41113561,OUT017
NCL07,600.703553445,OUT017
FDK03,4040.28031028,OUT013
FDP59,1645.95591586,OUT017
FDQ24,4084.7437339,OUT049
FDQ16,1630.6175905,OUT018
FDU44,2548.43041982,OUT013
FDH28,131.038449207,OUT010
FDV28,131.038449207,OUT019
FDM22,883.536669523,OUT045
FDR56,3096.78481665,OUT046
FDV39,3084.05845752,OUT049
FDU37,170.561723233,OUT019
FDQ11,575.035679783,OUT010
FDX02,3797.39912738,OUT045
NCS42,1433.31495889,OUT018
FDY57,2834.9475434,OUT027
FDB21,3817.31476213,OUT049
FDE28,3790.37111046,OUT017
FDQ55,1930.9921085,OUT017
FDA48,3639.94717208,OUT049
FDZ19,2868.44180175,OUT045
NCC43,3984.68912569,OUT045
NCV18,1356.8686937,OUT046
NCA42,2455.24137067,OUT018
FDY45,4161.25723164,OUT046
NCC30,2930.1234483,OUT045
FDM57,1425.39972055,OUT013
FDL09,385.414759433,OUT010
FDB09,2985.78596645,OUT027
FDT44,1939.30402269,OUT035
NCT06,4269.48397901,OUT027
FDX26,3126.10832612,OUT049
FDK32,2489.54473121,OUT013
DRA12,2129.17280164,OUT046
FDO46,492.314014271,OUT010
FDE52,1419.76544229,OUT013
NCH42,3862.56725338,OUT045
FDV08,621.9551979,OUT035
FDB47,3394.80982627,OUT018
FDC28,257.458667678,OUT010
FDD22,1928.2443975,OUT046
FDS07,2921.57196823,OUT027
DRI13,3708.47061564,OUT045
FDG32,3433.12718241,OUT018
FDU14,4114.25552074,OUT017
FDD28,131.890927107,OUT019
NCP41,1655.08031659,OUT017
FDS08,2885.01547029,OUT049
FDX47,2537.61129268,OUT045
FDC53,247.705235609,OUT019
FDQ19,3975.68540102,OUT035
FDL14,2483.59080786,OUT045
FDM33,572.678989914,OUT019
FDA51,1883.69128727,OUT045
FDZ27,762.343585882,OUT018
FDT04,651.667947413,OUT046
DRC13,2057.48891022,OUT049
FDR16,5865.56587679,OUT027
FDQ03,5865.56587679,OUT027
FDE38,2723.51747138,OUT035
DRH23,1263.30638078,OUT027
FDT11,492.161141804,OUT019
FDD09,2985.03934797,OUT035
FDR40,1337.69772508,OUT045
FDX07,3031.58608504,OUT017
FDR07,1554.24338317,OUT035
FDA51,1887.36936049,OUT017
FDT59,572.708726993,OUT019
FDF20,3078.88582197,OUT017
FDR13,1921.50968654,OUT045
FDY26,3631.13460578,OUT049
FDW04,2013.01590579,OUT017
FDK52,3779.945457,OUT017
FDN60,2565.43784506,OUT049
FDM09,409.047307773,OUT019
FDP46,1354.4524879,OUT049
FDB50,170.293698336,OUT019
NCQ29,4039.36047625,OUT049
FDP16,5865.56587679,OUT027
FDX33,2477.31094465,OUT018
FDP07,505.05188172,OUT010
FDN22,3961.48873243,OUT046
FDF39,4124.32398467,OUT049
FDS21,975.240833309,OUT017
NCM42,1645.83465751,OUT013
FDK50,380.357033409,OUT019
DRF13,4060.00625556,OUT027
FDH35,2523.3568343,OUT018
FDP60,1559.66969916,OUT018
DRJ49,2995.2526049,OUT027
NCT42,365.047897246,OUT019
FDE38,2694.88890989,OUT049
FDI04,3116.05511608,OUT049
NCH54,2604.24262486,OUT045
FDT56,924.89220676,OUT049
DRD15,3519.82207874,OUT018
FDV58,3012.50005156,OUT013
FDP21,3144.37475755,OUT049
FDH05,3679.96914283,OUT013
FDR10,4244.08203888,OUT027
NCP06,2531.561571,OUT045
FDF33,1639.95141681,OUT049
DRK37,3117.31856,OUT013
DRH49,1321.55466775,OUT045
FDT58,2648.2715248,OUT013
FDD41,1625.80650898,OUT018
FDP40,1676.36536065,OUT018
FDM51,2850.0259874,OUT027
FDO45,194.737818779,OUT010
FDW33,242.126481637,OUT010
FDY24,867.727100173,OUT045
FDB10,572.83186238,OUT010
FDM40,2056.77454345,OUT035
NCI06,3054.04316251,OUT017
FDW12,339.143057127,OUT019
FDX48,4117.72407077,OUT027
NCW05,2876.80745712,OUT027
FDX27,1519.12604994,OUT017
DRM37,3079.14809117,OUT045
FDA38,3972.24867048,OUT045
FDR36,653.22610008,OUT046
FDZ45,3127.38282367,OUT046
FDG05,2536.91934121,OUT017
FDK28,4215.56648764,OUT013
FDV47,1341.04944419,OUT045
FDN21,2603.00383988,OUT045
FDP20,2993.13437067,OUT027
FDI35,3091.27084195,OUT045
DRY23,714.040731278,OUT013
FDA56,2036.61085527,OUT017
FDB09,2019.20211007,OUT013
NCO26,2935.07585261,OUT027
FDQ49,2465.89047832,OUT018
FDI52,2981.75370543,OUT027
FDZ44,2935.07585261,OUT027
FDZ09,2531.6352132,OUT018
FDY03,1921.94241206,OUT049
NCG42,2031.99461253,OUT017
DRI13,5865.56587679,OUT027
FDQ32,2031.53155239,OUT013
FDW16,1385.88958664,OUT035
FDU27,785.23241474,OUT046
FDR28,381.663856801,OUT010
FDQ49,380.488421013,OUT010
FDS37,1954.55228414,OUT046
FDW26,3412.09955938,OUT018
FDX12,3620.26379959,OUT018
NCP06,2478.95993961,OUT013
FDW45,362.794543792,OUT010
NCN30,1496.54776656,OUT049
FDN24,878.297392769,OUT049
NCL41,1002.80046667,OUT027
FDR02,259.437573589,OUT019
FDD09,446.899309279,OUT010
FDS33,195.84824724,OUT010
FDU22,1984.58173279,OUT045
FDI53,2520.60973119,OUT013
DRH01,2862.20885722,OUT049
FDX32,2103.37544095,OUT013
NCP30,609.187029456,OUT018
FDB60,3057.92665021,OUT045
FDB14,1443.12687554,OUT049
NCP02,868.934766035,OUT035
FDJ10,2020.37365007,OUT017
FDG34,1713.7941686,OUT046
NCB18,1360.40614474,OUT017
FDM16,1123.51447098,OUT049
FDW25,1338.06950062,OUT018
FDB35,225.163404977,OUT010
DRN11,2117.94467829,OUT013
FDF41,572.678989914,OUT019
FDH16,1371.35812192,OUT045
NCQ50,3397.83774523,OUT018
DRH23,906.154237414,OUT018
DRJ37,2416.46415237,OUT013
DRJ24,5132.9840902,OUT027
FDY16,3058.3418479,OUT035
FDQ27,1645.41747001,OUT045
FDZ33,2467.18478382,OUT045
FDF29,2063.72240154,OUT045
FDA08,2578.51710902,OUT049
FDG31,1138.21781241,OUT046
FDE34,460.594399465,OUT019
NCR30,1460.1749922,OUT027
FDV33,4177.07759449,OUT035
DRZ24,1938.84194806,OUT018
NCL54,2889.49301742,OUT035
FDR12,2898.49044521,OUT049
NCC54,3827.5887532,OUT046
DRN59,820.813948113,OUT013
FDX50,260.545739358,OUT019
FDV31,4750.57784372,OUT027
NCA29,4396.07637951,OUT027
FDW60,2917.45093327,OUT049
FDX08,3105.64895893,OUT017
DRD49,3740.82796347,OUT013
FDD33,3725.2760648,OUT046
FDW35,712.753896432,OUT013
FDJ36,1645.95591586,OUT017
FDV51,2698.16947675,OUT035
FDW36,1646.86993765,OUT046
FDH35,2607.15234629,OUT046
NCS30,2998.73977834,OUT027
FDN49,603.835005822,OUT017
FDL08,3624.38852012,OUT018
FDI09,3775.8224135,OUT013
FDP19,1970.71802276,OUT018
FDU21,131.038449207,OUT010
NCP41,1647.00419335,OUT045
FDY10,1821.4367411,OUT013
FDP12,591.137345234,OUT018
NCN26,1962.1973573,OUT049
FDK44,2831.64288084,OUT013
FDC28,1646.90600231,OUT049
FDJ41,5865.56587679,OUT027
NCT29,1997.22259384,OUT035
NCH42,574.882807317,OUT019
FDU60,2620.6385875,OUT018
FDS02,3098.62981145,OUT045
FDC51,2089.06949921,OUT046
FDU03,3045.90953984,OUT013
FDX39,3702.66996711,OUT045
NCY05,131.038449207,OUT010
NCL06,5865.56587679,OUT027
FDD32,1273.40150188,OUT035
NCN41,2000.13844195,OUT045
NCX53,2151.69867266,OUT049
FDU57,364.839131871,OUT019
FDQ23,1644.90118741,OUT046
FDQ52,4047.67898097,OUT045
FDC14,628.695519591,OUT045
FDY09,2905.96491703,OUT035
FDQ28,2554.25017384,OUT045
FDV25,3720.3752567,OUT046
FDJ07,1938.73266397,OUT035
DRB25,1638.93971399,OUT049
FDK52,572.678989914,OUT019
FDY52,1407.45582022,OUT027
FDB28,3112.8159756,OUT046
FDT36,598.328344557,OUT035
FDV25,3785.60949915,OUT017
NCN07,2998.73977834,OUT027
FDC57,3028.88329557,OUT017
FDQ03,3534.45291167,OUT018
FDU23,2723.3787611,OUT017
NCX41,3690.92638779,OUT035
NCD06,757.988649354,OUT035
FDW08,1645.89094406,OUT045
NCU29,2453.2715643,OUT017
NCE06,2500.63125926,OUT013
FDV52,268.014388216,OUT010
FDB02,2907.85922719,OUT017
NCR18,634.09867164,OUT045
FDK16,1493.2146746,OUT049
NCQ29,575.005942704,OUT010
FDZ01,249.155829613,OUT019
FDW27,2539.58965092,OUT035
FDD17,3588.16426897,OUT018
FDW39,2881.37542296,OUT013
DRH59,1107.77773791,OUT045
FDS52,1633.6003712,OUT013
FDU40,5751.5115893,OUT027
NCF54,2820.73767359,OUT013
FDH46,1644.93913979,OUT045
NCP14,1639.09591585,OUT049
FDH50,3155.22548364,OUT049
DRF15,367.996837289,OUT010
FDV27,2567.37066651,OUT027
NCJ06,2055.09997286,OUT049
FDN02,3216.980934,OUT018
FDQ51,777.966163927,OUT049
FDQ07,3738.17260372,OUT017
FDS45,1638.96183689,OUT049
NCJ06,2016.37277277,OUT045
FDD36,1948.52507827,OUT035
FDY25,3104.2287826,OUT045
FDU52,2454.53192341,OUT046
DRK47,3836.45526135,OUT017
NCL30,2016.13468247,OUT017
FDN22,3990.52503237,OUT035
NCF30,2993.13437067,OUT027
FDK03,4112.47270022,OUT035
FDT45,883.252325896,OUT017
NCC54,5865.56587679,OUT027
FDP08,2945.78906861,OUT018
FDU44,2610.4750963,OUT046
DRG39,847.843710506,OUT035
FDU32,2080.95506757,OUT049
FDY27,2958.17379406,OUT049
NCP54,2037.03653582,OUT013
NCZ41,2051.27684973,OUT049
DRL49,2201.44830199,OUT013
FDI05,1252.95338658,OUT018
FDY56,3861.6521258,OUT045
DRC13,2033.64475783,OUT013
NCV29,2971.04265952,OUT017
FDR24,1373.9460985,OUT049
FDZ34,3051.15275658,OUT018
FDP37,2007.06623789,OUT035
FDX08,4819.19128616,OUT027
FDS57,2064.97460137,OUT045
NCG18,1639.09591585,OUT049
FDK25,2680.00162711,OUT018
FDH53,1270.40232563,OUT049
DRI59,3469.40796217,OUT018
FDA52,2874.05085589,OUT046
FDT20,131.038449207,OUT010
FDE36,381.544339994,OUT019
FDI24,2879.93791514,OUT017
FDB28,3066.47979367,OUT018
FDV11,2905.83621421,OUT017
FDP01,2526.86180698,OUT046
FDD34,4247.12802297,OUT027
FDJ50,1125.05377573,OUT027
FDZ44,1954.61720453,OUT013
DRO59,1184.0286932,OUT035
DRB48,625.661059194,OUT045
FDR21,2744.79628047,OUT018
NCE42,575.035679783,OUT010
FDO23,1452.8569411,OUT046
NCE30,3374.81943089,OUT018
FDQ22,599.745317252,OUT035
FDY01,1900.92176157,OUT045
FDS08,2900.85562743,OUT017
FDG28,3631.23200925,OUT018
FDQ51,759.646593549,OUT018
FDB05,4041.81451319,OUT017
FDO56,1948.49052554,OUT049
FDE02,1429.98766938,OUT018
FDN45,3716.51484003,OUT017
FDS09,828.209903301,OUT013
NCA54,2947.86948201,OUT018
FDP09,570.480658538,OUT010
FDC53,1573.65448416,OUT045
NCM55,3114.70413534,OUT017
FDL09,2669.81120132,OUT018
FDA11,236.707446736,OUT019
FDA50,1505.1508288,OUT045
FDC23,2907.54095366,OUT017
FDE22,2523.05839863,OUT049
FDD23,3128.53423274,OUT046
NCA29,2901.35858451,OUT049
FDK38,2443.70859336,OUT046
DRC13,2057.82469035,OUT046
NCP43,2941.56268472,OUT049
FDX28,1571.4875306,OUT049
FDF08,1374.87695386,OUT049
FDZ33,2451.46848691,OUT046
FDD10,2898.05518596,OUT049
FDO58,2597.80260196,OUT017
FDI50,3876.70369106,OUT017
FDO58,2627.63991213,OUT045
FDX08,3030.81542335,OUT013
NCK17,131.038449207,OUT010
FDF39,4177.59600464,OUT035
FDU45,264.219195145,OUT010
NCJ18,1864.81956227,OUT018
DRC27,572.473091987,OUT019
DRC25,1354.53545655,OUT035
