Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDS60,4772.77226692,OUT027
NCO06,659.810576563,OUT017
FDO16,1438.6140299,OUT035
FDC60,1459.78546001,OUT049
FDA48,3524.76610952,OUT018
FDZ36,5154.0786746,OUT027
FDK27,2013.13586337,OUT045
FDW23,666.052514455,OUT018
FDM14,1642.55004453,OUT018
FDM14,1569.82201252,OUT013
FDW60,2893.46717072,OUT018
FDE21,1958.5317509,OUT013
NCM42,1582.5558772,OUT035
FDY59,224.679728291,OUT010
DRI49,1339.72233104,OUT049
FDT28,364.595946625,OUT019
FDQ22,667.708898907,OUT018
FDR60,1282.731821,OUT049
FDC50,233.981561217,OUT019
FDV24,2486.61797715,OUT013
DRF48,492.140535752,OUT010
FDQ47,666.936596195,OUT046
DRN36,1535.15505079,OUT049
NCY06,2016.28957089,OUT035
FDE52,1499.07491353,OUT035
NCB54,2016.28957089,OUT045
NCF31,2493.71720522,OUT035
FDJ08,5185.26109264,OUT027
NCC07,1563.20035179,OUT017
NCD19,1226.8966979,OUT027
FDL46,1982.1598815,OUT049
FDM20,3912.10517371,OUT045
NCI06,451.898634032,OUT010
DRM11,4083.36471177,OUT035
NCH07,2538.18727135,OUT018
FDS23,2021.51149419,OUT013
FDO49,734.443791098,OUT018
FDS35,1077.01794102,OUT049
DRK39,1402.31317541,OUT045
DRI39,935.097093502,OUT049
FDV04,2543.03682249,OUT017
NCN14,3049.01613082,OUT035
FDH08,3817.61615236,OUT013
FDS20,3049.01613082,OUT046
FDV40,1136.54146686,OUT049
FDZ48,260.184869152,OUT010
FDS24,2520.92758274,OUT027
FDK44,2865.70527938,OUT049
FDS48,2480.07347686,OUT045
FDK26,494.185797455,OUT010
FDD23,3049.01613082,OUT045
NCH54,2567.70658064,OUT017
NCP14,240.843232287,OUT010
FDM60,130.308128029,OUT010
FDV24,2484.64714777,OUT017
FDH08,3606.52126432,OUT018
FDS12,3014.77604882,OUT027
FDR39,4869.95745053,OUT027
FDP12,953.320135942,OUT027
DRF60,5835.31592535,OUT027
FDC09,1558.14579376,OUT035
FDF50,3058.29699303,OUT018
FDG28,3918.38829686,OUT035
NCE19,917.112794726,OUT017
NCM53,251.82133795,OUT010
NCN18,1661.43257125,OUT049
FDF32,3125.16131851,OUT035
FDF11,3902.89875227,OUT013
DRI59,3771.23817131,OUT049
NCG54,2756.21004111,OUT035
FDM44,1553.22215078,OUT046
FDT57,3672.44917062,OUT018
FDV24,2484.64714777,OUT046
FDI50,570.556839631,OUT019
FDS09,748.739664698,OUT035
NCC31,4110.72035938,OUT027
FDQ07,571.09146349,OUT019
FDC22,3049.01613082,OUT017
FDZ56,2753.66393043,OUT046
FDZ40,130.308128029,OUT019
FDS46,2953.72157566,OUT027
DRD24,2038.79568439,OUT045
FDV45,3049.01613082,OUT017
FDL26,2501.07469447,OUT045
FDA56,2013.13586337,OUT018
FDN27,1966.31987124,OUT046
FDM20,3900.58757665,OUT049
FDO16,1402.31317541,OUT017
FDL03,3049.01613082,OUT035
FDE58,1958.5317509,OUT046
FDI02,2946.4046178,OUT027
NCC55,130.308128029,OUT019
FDR03,3340.80103581,OUT018
FDB14,1525.62889377,OUT017
FDR45,3905.4030894,OUT013
NCN07,2021.51149419,OUT017
FDM51,246.96767599,OUT019
FDT52,5835.31592535,OUT027
FDL26,2498.19133432,OUT046
NCZ42,3905.59300367,OUT046
DRI47,362.800580898,OUT019
FDW40,2042.08942736,OUT013
FDN34,2753.66393043,OUT046
FDS01,2914.28053202,OUT035
NCG55,1958.5317509,OUT045
FDC11,1441.88832184,OUT035
FDX35,3577.65607714,OUT018
NCB06,2543.03682249,OUT046
FDR09,569.046201787,OUT019
FDC53,1535.15505079,OUT017
FDY45,4039.21861122,OUT013
FDA22,382.756812476,OUT010
FDE02,1535.15505079,OUT035
FDW21,1553.22215078,OUT045
FDV34,1176.92049509,OUT046
FDS59,1582.5558772,OUT049
NCW17,2016.28957089,OUT017
NCK54,1958.5317509,OUT046
FDG17,570.556839631,OUT019
FDG35,2865.70527938,OUT017
FDD08,130.308128029,OUT010
NCO07,3667.36314222,OUT017
FDJ10,278.044689575,OUT010
FDW36,1558.14579376,OUT017
FDW21,238.315776084,OUT010
FDY19,1966.31987124,OUT017
DRE03,778.302443286,OUT013
NCC55,673.178534088,OUT049
FDH52,134.166047526,OUT010
FDO09,4073.49772588,OUT017
FDU43,3909.11941175,OUT045
FDX09,427.173070136,OUT010
FDH40,201.023190833,OUT019
FDW58,1560.66711631,OUT017
FDC47,3799.58661884,OUT017
NCR41,1535.15505079,OUT035
DRG49,3916.40228771,OUT035
FDC52,4098.78553585,OUT027
FDY13,1189.88900622,OUT046
FDY35,720.684182051,OUT013
FDI35,3039.46044333,OUT017
NCU18,2045.03644514,OUT049
FDY33,2538.18727135,OUT018
FDC15,4190.36131328,OUT027
FDU01,3049.01613082,OUT049
NCU42,2756.21004111,OUT046
NCV29,2893.46717072,OUT018
NCY30,3049.01613082,OUT017
FDQ46,1692.44533867,OUT049
FDG58,4110.72035938,OUT027
FDK33,3669.34915137,OUT017
NCD07,1953.61291665,OUT045
NCX29,4045.17411578,OUT027
NCT42,2480.07347686,OUT013
DRN59,732.137608351,OUT035
FDI44,1280.63855703,OUT035
FDA45,2898.31672186,OUT049
FDP31,1067.10360859,OUT045
FDY01,1953.61291665,OUT046
FDT09,2021.51149419,OUT018
DRH03,2821.1795594,OUT027
FDA36,3044.16657968,OUT018
NCF31,2498.19133432,OUT017
FDG14,2484.64714777,OUT049
FDG28,5835.31592535,OUT027
FDU14,4012.96554045,OUT049
FDY47,283.607141935,OUT019
FDI56,1499.07491353,OUT049
DRD01,1020.58416539,OUT013
FDM22,968.628422498,OUT046
FDH33,716.71836258,OUT013
DRZ24,1975.03507814,OUT013
NCQ38,1560.66711631,OUT046
FDO16,2315.24835326,OUT027
FDU07,4063.01285384,OUT027
NCB07,3049.01613082,OUT013
FDU48,2021.51149419,OUT045
NCM43,2569.851237,OUT045
FDR31,361.492865872,OUT010
DRK49,668.826600567,OUT018
NCI30,572.877122466,OUT010
DRD60,3017.10210277,OUT017
NCG19,3864.60698639,OUT046
FDH12,1560.66711631,OUT035
FDM32,1520.28192443,OUT035
FDM27,2505.49841874,OUT035
NCU53,4245.45051285,OUT027
NCQ18,1538.62202886,OUT046
FDS10,2956.12356994,OUT013
FDB33,4190.36131328,OUT027
FDI12,1513.65506218,OUT013
NCW42,3756.65853226,OUT013
NCC06,2016.28957089,OUT018
FDW02,2016.28957089,OUT017
NCD43,1560.66711631,OUT017
FDM57,1412.28239741,OUT018
FDA58,3875.71505511,OUT017
FDK56,3049.01613082,OUT046
FDP52,3823.83681185,OUT045
FDW20,2016.28957089,OUT018
FDS52,1543.6174288,OUT049
NCT29,2004.80117405,OUT018
NCL54,2888.05066062,OUT013
FDC05,3060.47121198,OUT045
FDF34,3055.10069287,OUT035
FDP03,3014.77604882,OUT027
FDD32,192.845597936,OUT010
FDZ10,2016.28957089,OUT045
FDZ40,912.629127576,OUT035
FDD51,672.497951054,OUT018
NCY30,432.326226609,OUT019
FDP58,3687.07604367,OUT017
FDV49,4083.29893775,OUT017
FDY24,130.308128029,OUT019
NCO55,1567.53384844,OUT017
FDR13,1958.5317509,OUT017
FDS51,1032.21429179,OUT017
FDP26,1560.66711631,OUT045
NCB54,3022.98358441,OUT027
FDF32,3055.10069287,OUT017
FDN31,3044.16657968,OUT018
DRM48,659.810576563,OUT017
FDN20,2753.66393043,OUT049
DRL01,3827.5296979,OUT046
FDV56,1567.53384844,OUT049
DRH13,2884.79941167,OUT027
FDA03,2478.11161122,OUT017
FDF47,5835.31592535,OUT027
FDX32,2478.11161122,OUT046
FDX57,1535.15505079,OUT049
NCA30,3049.01613082,OUT045
FDO49,779.649745731,OUT013
FDL04,248.954043468,OUT019
DRM48,665.564954703,OUT035
FDR16,3661.03811901,OUT013
NCC19,3044.16657968,OUT018
NCE42,3876.43002203,OUT045
FDY24,914.591694435,OUT017
FDH19,2865.70527938,OUT049
FDJ46,2865.70527938,OUT013
FDN45,570.935037694,OUT010
FDY08,2027.1849498,OUT035
FDZ37,1455.01362379,OUT035
NCT30,736.823085904,OUT045
DRY23,669.518290747,OUT018
NCZ30,2013.13586337,OUT018
FDC44,1940.50822778,OUT018
FDB45,1560.66711631,OUT035
FDY04,2567.70658064,OUT013
FDM27,2543.03682249,OUT046
FDZ43,3909.65201783,OUT017
FDT39,364.771023,OUT019
NCC06,281.112061305,OUT019
FDL15,4110.72035938,OUT027
FDL57,4046.92455003,OUT017
FDU08,1536.56472295,OUT046
FDK40,4083.29893775,OUT017
FDQ12,570.400413835,OUT010
FDS48,2484.64714777,OUT017
FDP09,3666.71180906,OUT045
FDW21,1538.62202886,OUT049
FDY25,3017.10210277,OUT035
DRE13,1441.03441812,OUT017
FDV43,130.308128029,OUT019
FDD22,1692.44533867,OUT045
FDM46,233.331628197,OUT019
NCO30,483.85768087,OUT010
FDM25,2865.70527938,OUT046
NCN41,2013.13586337,OUT049
FDU24,1527.75784167,OUT045
FDZ50,3049.01613082,OUT046
FDP45,4015.62513572,OUT013
NCM54,2016.28957089,OUT045
FDW10,424.195977529,OUT019
FDP20,2016.28957089,OUT017
FDK32,2484.64714777,OUT046
FDN52,1471.85560576,OUT049
FDM58,1661.43257125,OUT045
FDZ46,2938.3211354,OUT027
NCA18,1958.5317509,OUT018
FDD35,2013.13586337,OUT046
NCK31,738.170388349,OUT035
FDI40,2827.82277419,OUT027
FDT50,236.464098833,OUT019
NCT06,2569.851237,OUT046
FDT31,3049.01613082,OUT035
FDT45,866.118970325,OUT049
FDT13,3049.01613082,OUT045
FDO50,1497.07602741,OUT045
NCU18,275.80300235,OUT010
NCR54,3049.01613082,OUT049
NCO18,2893.46717072,OUT018
FDU09,919.985296989,OUT045
FDT13,3044.16657968,OUT018
FDE09,1692.44533867,OUT046
NCK53,246.96767599,OUT019
FDG45,3666.99805086,OUT049
DRH15,685.839807237,OUT035
FDO21,570.556839631,OUT019
FDD14,5154.0786746,OUT027
FDC09,1558.14579376,OUT046
FDH45,962.305722227,OUT027
FDV32,1135.66771908,OUT046
FDG12,1988.15698502,OUT035
FDS32,2027.1849498,OUT013
NCL55,3807.25161924,OUT018
DRE01,3906.60107584,OUT035
DRE15,1290.81325514,OUT049
NCL42,3915.31665795,OUT045
FDP31,1215.13247087,OUT013
FDN33,1530.58825739,OUT018
FDZ59,2569.851237,OUT046
FDE45,430.698909821,OUT010
FDJ07,1975.03507814,OUT013
FDQ45,3044.16657968,OUT018
FDM33,5835.31592535,OUT027
FDO15,154.337631946,OUT010
FDM46,1537.18029384,OUT013
FDR03,3474.08977341,OUT045
FDY49,2662.98720759,OUT018
FDQ60,1982.1598815,OUT045
FDW10,2865.70527938,OUT049
FDO51,681.493073579,OUT049
FDJ40,1580.08211539,OUT018
FDS20,3042.46159892,OUT018
FDU45,1786.46526601,OUT013
FDV02,2753.66393043,OUT035
FDN09,3910.08334995,OUT046
NCM55,5154.0786746,OUT027
FDN23,2476.14334782,OUT018
FDY31,363.736536485,OUT010
FDW03,240.843232287,OUT010
FDD14,3049.01613082,OUT046
FDV23,2016.28957089,OUT017
DRI03,2865.70527938,OUT045
FDN13,1538.62202886,OUT035
FDF45,1309.73639623,OUT027
FDU46,1456.97981588,OUT035
FDB57,3759.3457962,OUT049
FDV12,1538.62202886,OUT049
FDQ58,2484.64714777,OUT013
NCA18,1953.61291665,OUT017
FDH52,1020.30860945,OUT049
FDM24,2480.07347686,OUT018
NCP43,4877.65210439,OUT027
NCO18,429.91938003,OUT019
FDM32,1501.9524578,OUT017
NCL07,664.410984922,OUT017
FDK03,4018.83796936,OUT013
FDP59,1558.14579376,OUT017
FDQ24,4010.80962296,OUT049
FDQ16,1582.5558772,OUT018
FDU44,2543.03682249,OUT013
FDH28,130.308128029,OUT010
FDV28,130.308128029,OUT019
FDM22,918.812652742,OUT045
FDR56,3049.01613082,OUT046
FDV39,3055.10069287,OUT049
FDU37,174.90991761,OUT019
FDQ11,572.445675538,OUT010
FDX02,3779.90762939,OUT045
NCS42,1530.4143446,OUT018
FDY57,2821.1795594,OUT027
FDB21,3890.78636477,OUT049
FDE28,3812.06386893,OUT017
FDQ55,1940.50822778,OUT017
FDA48,3751.96071075,OUT049
FDZ19,2865.70527938,OUT045
NCC43,4010.539999,OUT045
NCV18,1421.3269064,OUT046
NCA42,2538.18727135,OUT018
FDY45,4046.13756347,OUT046
NCC30,2953.63235349,OUT045
FDM57,1513.15374828,OUT013
FDL09,382.423617108,OUT010
FDB09,3014.77604882,OUT027
FDT44,1982.1598815,OUT035
NCT06,4245.45051285,OUT027
FDX26,3049.01613082,OUT049
FDK32,2498.19133432,OUT013
DRA12,2055.14472924,OUT046
FDO46,494.185797455,OUT010
FDE52,1518.55417806,OUT013
NCH42,3822.33222752,OUT045
FDV08,674.550540989,OUT035
FDB47,3472.11495062,OUT018
FDC28,260.184869152,OUT010
FDD22,1943.93819479,OUT046
FDS07,2946.4046178,OUT027
DRI13,3692.07517464,OUT045
FDG32,3549.90729135,OUT018
FDU14,4022.02998164,OUT017
FDD28,130.755182907,OUT019
NCP41,1582.5558772,OUT017
FDS08,2865.70527938,OUT049
FDX47,2533.57429031,OUT045
FDC53,246.96767599,OUT019
FDQ19,3918.38829686,OUT035
FDL14,2501.07469447,OUT045
FDM33,569.046201787,OUT019
FDA51,1940.50822778,OUT045
FDZ27,734.443791098,OUT018
FDT04,675.230492301,OUT046
DRC13,2016.28957089,OUT049
FDR16,5835.31592535,OUT027
FDQ03,5835.31592535,OUT027
FDE38,2701.60500364,OUT035
DRH23,1240.71304754,OUT027
FDT11,491.361005961,OUT019
FDD09,2974.32288054,OUT035
FDR40,1402.31317541,OUT045
FDX07,3049.01613082,OUT017
FDR07,1535.15505079,OUT035
FDA51,1945.89444364,OUT017
FDT59,568.511577927,OUT019
FDF20,3049.01613082,OUT017
FDR13,1953.61291665,OUT045
FDY26,3664.36070855,OUT049
FDW04,2021.51149419,OUT017
FDK52,3796.59762822,OUT017
FDN60,2533.57429031,OUT049
FDM09,407.348277414,OUT019
FDP46,1462.39216992,OUT049
FDB50,173.880096973,OUT019
NCQ29,4055.76277968,OUT049
FDP16,5835.31592535,OUT027
FDX33,2552.50480874,OUT018
FDP07,505.995176247,OUT010
FDN22,4010.02275957,OUT046
FDF39,4074.23449656,OUT049
FDS21,1003.61871512,OUT017
NCM42,1569.82201252,OUT013
FDK50,379.260239356,OUT019
DRF13,4058.7638477,OUT027
FDH35,2562.8570295,OUT018
FDP60,1538.62202886,OUT018
DRJ49,3022.98358441,OUT027
NCT42,363.345271184,OUT019
FDE38,2694.30352887,OUT049
FDI04,3063.14654417,OUT049
NCH54,2537.94615101,OUT045
FDT56,948.485791602,OUT049
DRD15,3609.24263589,OUT018
FDV58,3049.01613082,OUT013
FDP21,3049.01613082,OUT049
FDH05,3807.81494049,OUT013
FDR10,4238.57047374,OUT027
NCP06,2480.07347686,OUT045
FDF33,1565.40595611,OUT049
DRK37,3049.01613082,OUT013
DRH49,1384.26093857,OUT045
FDT58,2682.69005958,OUT013
FDD41,1560.66711631,OUT018
FDP40,1654.08520598,OUT018
FDM51,2828.80626964,OUT027
FDO45,199.249164586,OUT010
FDW33,240.843232287,OUT010
FDY24,912.629127576,OUT045
FDB10,570.935037694,OUT010
FDM40,2045.03644514,OUT035
NCI06,3017.10210277,OUT017
FDW12,335.159801994,OUT019
FDX48,4115.00383197,OUT027
NCW05,2880.31860356,OUT027
FDX27,1535.15505079,OUT017
DRM37,3060.47121198,OUT045
FDA38,3912.10517371,OUT045
FDR36,674.112790641,OUT046
FDZ45,3102.11545247,OUT046
FDG05,2543.03682249,OUT017
FDK28,4072.36551346,OUT013
FDV47,1423.18112783,OUT045
FDN21,2543.03682249,OUT045
FDP20,3015.75954427,OUT027
FDI35,3039.46044333,OUT045
DRY23,716.71836258,OUT013
FDA56,2013.13586337,OUT017
FDB09,2016.28957089,OUT013
NCO26,2952.7380802,OUT027
FDQ49,2517.47478068,OUT018
FDI52,3010.87942594,OUT027
FDZ44,2953.72157566,OUT027
FDZ09,2565.00168586,OUT018
FDY03,1940.50822778,OUT049
NCG42,2021.51149419,OUT017
DRI13,5835.31592535,OUT027
FDQ32,2016.28957089,OUT013
FDW16,1497.07602741,OUT035
FDU27,737.506263186,OUT046
FDR28,379.775789075,OUT010
FDQ49,378.087793363,OUT010
FDS37,1955.94174556,OUT046
FDW26,3524.76610952,OUT018
FDX12,3698.53415725,OUT018
NCP06,2484.64714777,OUT013
FDW45,363.736536485,OUT010
NCN30,1535.15505079,OUT049
FDN24,866.118970325,OUT049
NCL41,953.320135942,OUT027
FDR02,263.448436482,OUT019
FDD09,448.985571652,OUT010
FDS33,200.426019017,OUT010
FDU22,2004.80117405,OUT045
FDI53,2567.70658064,OUT013
DRH01,2865.70527938,OUT049
FDX32,2059.83786272,OUT013
NCP30,667.708898907,OUT018
FDB60,3049.01613082,OUT045
FDB14,1527.75784167,OUT049
NCP02,919.985296989,OUT035
FDJ10,2027.1849498,OUT017
FDG34,1654.08520598,OUT046
NCB18,1458.4658889,OUT017
FDM16,1118.62574532,OUT049
FDW25,1414.05941672,OUT018
FDB35,220.889081881,OUT010
DRN11,2096.78380682,OUT013
FDF41,569.046201787,OUT019
FDH16,1474.9793518,OUT045
NCQ50,3467.49159916,OUT018
DRH23,941.321338984,OUT018
DRJ37,2486.61797715,OUT013
DRJ24,5154.0786746,OUT027
FDY16,3049.01613082,OUT035
FDQ27,1560.66711631,OUT045
FDZ33,2480.07347686,OUT045
FDF29,2021.51149419,OUT045
FDA08,2567.70658064,OUT049
FDG31,1137.14505258,OUT046
FDE34,464.240854819,OUT019
NCR30,1465.88066569,OUT027
FDV33,4081.6079068,OUT035
DRZ24,2013.13586337,OUT018
NCL54,2865.70527938,OUT035
FDR12,2865.70527938,OUT049
NCC54,3900.45204641,OUT046
DRN59,773.616965732,OUT013
FDX50,264.508662688,OUT019
FDV31,4772.77226692,OUT027
NCA29,4380.59399724,OUT027
FDW60,2890.75305158,OUT049
FDX08,3049.01613082,OUT017
DRD49,3869.48011752,OUT013
FDD33,3812.49520104,OUT046
FDW35,716.71836258,OUT013
FDJ36,1558.14579376,OUT017
FDV51,2637.34296504,OUT035
FDW36,1565.40595611,OUT046
FDH35,2569.851237,OUT046
NCS30,3022.00008896,OUT027
FDN49,665.330386557,OUT017
FDL08,3699.01558207,OUT018
FDI09,3892.61611557,OUT013
FDP19,2021.51149419,OUT018
FDU21,130.308128029,OUT010
NCP41,1567.53384844,OUT045
FDY10,1822.77026458,OUT013
FDP12,660.532704461,OUT018
NCN26,1953.61291665,OUT049
FDK44,2865.70527938,OUT013
FDC28,1582.5558772,OUT049
FDJ41,5835.31592535,OUT027
NCT29,2016.28957089,OUT035
NCH42,570.556839631,OUT019
FDU60,2677.84050844,OUT018
FDS02,3049.01613082,OUT045
FDC51,2013.13586337,OUT046
FDU03,3049.01613082,OUT013
FDX39,3669.34915137,OUT045
NCY05,130.308128029,OUT010
NCL06,5835.31592535,OUT027
FDD32,1293.96543384,OUT035
NCN41,2013.13586337,OUT045
NCX53,2045.03644514,OUT049
FDU57,363.170194809,OUT019
FDQ23,1558.14579376,OUT046
FDQ52,4010.50082918,OUT045
FDC14,673.429613359,OUT045
FDY09,2890.75305158,OUT035
FDQ28,2509.5995634,OUT045
FDV25,3763.80622678,OUT046
FDJ07,1958.5317509,OUT035
DRB25,1563.20035179,OUT049
FDK52,569.046201787,OUT019
FDY52,1387.0450871,OUT027
FDB28,3055.10069287,OUT046
FDT36,665.564954703,OUT035
FDV25,3768.89166222,OUT017
NCN07,3022.98358441,OUT027
FDC57,3049.01613082,OUT017
FDQ03,3667.24679461,OUT018
FDU23,2682.69005958,OUT017
NCX41,3671.00892306,OUT035
NCD06,735.452519785,OUT035
FDW08,1565.40595611,OUT045
NCU29,2476.14334782,OUT017
NCE06,2548.42617488,OUT013
FDV52,268.347878673,OUT010
FDB02,2888.05066062,OUT017
NCR18,675.239005199,OUT045
FDK16,1535.15505079,OUT049
NCQ29,572.980299398,OUT010
FDZ01,248.954043468,OUT019
FDW27,2533.57429031,OUT035
FDD17,3676.969596,OUT018
FDW39,2888.05066062,OUT013
DRH59,1100.17872324,OUT045
FDS52,1557.75457423,OUT013
FDU40,5750.42720253,OUT027
NCF54,2865.70527938,OUT013
FDH46,1558.14579376,OUT045
NCP14,1558.14579376,OUT049
FDH50,3049.01613082,OUT049
DRF15,368.446834021,OUT010
FDV27,2520.92758274,OUT027
NCJ06,2013.13586337,OUT049
FDN02,3340.80103581,OUT018
FDQ51,733.542913531,OUT049
FDQ07,3761.02515194,OUT017
FDS45,1560.66711631,OUT049
NCJ06,2013.13586337,OUT045
FDD36,1958.5317509,OUT035
FDY25,3049.01613082,OUT045
FDU52,2501.07469447,OUT046
DRK47,3805.45520824,OUT017
NCL30,2016.28957089,OUT017
FDN22,4018.32770649,OUT035
NCF30,3014.77604882,OUT027
FDK03,4052.2865929,OUT035
FDT45,929.729818725,OUT017
NCC54,5835.31592535,OUT027
FDP08,3044.16657968,OUT018
FDU44,2567.70658064,OUT046
DRG39,864.713665144,OUT035
FDU32,2013.13586337,OUT049
FDY27,2932.62081861,OUT049
NCP54,2013.13586337,OUT013
NCZ41,2016.28957089,OUT049
DRL49,2170.3336633,OUT013
FDI05,1257.90707607,OUT018
FDY56,3806.04449348,OUT045
DRC13,2016.28957089,OUT013
NCV29,2961.27559393,OUT017
FDR24,1497.07602741,OUT049
FDZ34,3044.16657968,OUT018
FDP37,2016.28957089,OUT035
FDX08,4869.95745053,OUT027
FDS57,2045.03644514,OUT045
NCG18,1558.14579376,OUT049
FDK25,2748.81437929,OUT018
FDH53,1311.78217521,OUT049
DRI59,3556.2692173,OUT018
FDA52,2893.27598289,OUT046
FDT20,130.308128029,OUT010
FDE36,378.839833488,OUT019
FDI24,2865.70527938,OUT017
FDB28,3099.04409647,OUT018
FDV11,2893.27598289,OUT017
FDP01,2498.19133432,OUT046
FDD34,4238.57047374,OUT027
FDJ50,1048.66114616,OUT027
FDZ44,1975.03507814,OUT013
DRO59,1187.50219788,OUT035
DRB48,672.649299438,OUT045
FDR21,2860.85572824,OUT018
NCE42,572.445675538,OUT010
FDO23,1527.75784167,OUT046
NCE30,3462.26243119,OUT018
FDQ22,665.564954703,OUT035
FDY01,1953.61291665,OUT045
FDS08,2898.31672186,OUT017
FDG28,3704.69450028,OUT018
FDQ51,733.096488654,OUT018
FDB05,4005.89175582,OUT017
FDO56,1958.5317509,OUT049
FDE02,1525.06737526,OUT018
FDN45,3766.95062093,OUT017
FDS09,779.649745731,OUT013
NCA54,3012.25255163,OUT018
FDP09,568.653717339,OUT010
FDC53,1538.62202886,OUT045
NCM55,3049.01613082,OUT017
FDL09,2748.81437929,OUT018
FDA11,233.331628197,OUT019
FDA50,1535.15505079,OUT045
FDC23,2956.12356994,OUT017
FDE22,2543.03682249,OUT049
FDD23,3049.01613082,OUT046
NCA29,2865.70527938,OUT049
FDK38,2478.11161122,OUT046
DRC13,2013.13586337,OUT046
NCP43,2956.12356994,OUT049
FDX28,1538.62202886,OUT049
FDF08,1497.07602741,OUT049
FDZ33,2480.07347686,OUT046
FDD10,2932.62081861,OUT049
FDO58,2567.70658064,OUT017
FDI50,3821.8650808,OUT017
FDO58,2569.851237,OUT045
FDX08,3017.10210277,OUT013
NCK17,130.308128029,OUT010
FDF39,4092.03521678,OUT035
FDU45,266.665363542,OUT010
NCJ18,1963.74755869,OUT018
DRC27,568.943024856,OUT019
DRC25,1441.03441812,OUT035
