Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDC44,1520.0,OUT018
FDB45,1828.0,OUT035
FDY04,2680.0,OUT013
FDM27,2560.0,OUT046
FDZ43,3960.0,OUT017
FDT39,580.0,OUT019
NCC06,140.0,OUT019
FDL15,3916.0,OUT027
FDL57,4208.0,OUT017
FDU08,1592.0,OUT046
FDK40,4284.0,OUT017
FDQ12,1700.0,OUT010
FDS48,2520.0,OUT017
FDP09,3288.0,OUT045
FDW21,1772.0,OUT049
FDY25,3024.0,OUT035
DRE13,1492.0,OUT017
FDV43,-1172.0,OUT019
FDD22,1720.0,OUT045
FDM46,-428.0,OUT019
NCO30,996.0,OUT010
FDM25,2796.0,OUT046
NCN41,2060.0,OUT049
FDU24,1468.0,OUT045
FDZ50,2944.0,OUT046
FDP45,4056.0,OUT013
NCM54,1932.0,OUT045
FDW10,892.0,OUT019
FDP20,2148.0,OUT017
FDK32,2440.0,OUT046
FDN52,1564.0,OUT049
FDM58,1752.0,OUT045
FDZ46,3244.0,OUT027
NCA18,1592.0,OUT018
FDD35,1948.0,OUT046
NCK31,960.0,OUT035
FDI40,3116.0,OUT027
FDT50,-284.0,OUT019
NCT06,2592.0,OUT046
FDT31,3128.0,OUT035
FDT45,988.0,OUT049
FDT13,2904.0,OUT045
FDO50,1396.0,OUT045
NCU18,300.0,OUT010
NCR54,3172.0,OUT049
NCO18,2552.0,OUT018
FDU09,908.0,OUT045
FDT13,2712.0,OUT018
FDE09,1804.0,OUT046
NCK53,-264.0,OUT019
FDG45,3484.0,OUT049
DRH15,876.0,OUT035
FDO21,1720.0,OUT019
FDD14,4364.0,OUT027
FDC09,1692.0,OUT046
FDH45,2228.0,OUT027
FDV32,1056.0,OUT046
FDG12,2112.0,OUT035
FDS32,2328.0,OUT013
NCL55,3672.0,OUT018
DRE01,3948.0,OUT035
DRE15,1356.0,OUT049
NCL42,3812.0,OUT045
FDP31,1108.0,OUT013
FDN33,1280.0,OUT018
FDZ59,2648.0,OUT046
FDE45,908.0,OUT010
FDJ07,1952.0,OUT013
FDQ45,2712.0,OUT018
FDM33,4924.0,OUT027
FDO15,-632.0,OUT010
FDM46,1520.0,OUT013
FDR03,3240.0,OUT045
FDY49,2424.0,OUT018
FDQ60,1872.0,OUT045
FDW10,2900.0,OUT049
FDO51,916.0,OUT049
FDJ40,1528.0,OUT018
FDS20,2624.0,OUT018
FDU45,1896.0,OUT013
FDV02,2832.0,OUT035
FDN09,3820.0,OUT046
NCM55,4404.0,OUT027
FDN23,2080.0,OUT018
FDY31,396.0,OUT010
FDW03,-152.0,OUT010
FDD14,2868.0,OUT046
FDV23,2108.0,OUT017
DRI03,2720.0,OUT045
FDN13,1720.0,OUT035
FDF45,2508.0,OUT027
FDU46,1616.0,OUT035
FDB57,3676.0,OUT049
FDV12,1756.0,OUT049
FDQ58,2464.0,OUT013
NCA18,1948.0,OUT017
FDH52,1164.0,OUT049
FDM24,2168.0,OUT018
NCP43,4332.0,OUT027
NCO18,912.0,OUT019
FDM32,1584.0,OUT017
NCL07,740.0,OUT017
FDK03,4080.0,OUT013
FDP59,1792.0,OUT017
FDQ24,4060.0,OUT049
FDQ16,1488.0,OUT018
FDU44,2640.0,OUT013
FDH28,-1248.0,OUT010
FDV28,-1272.0,OUT019
FDM22,872.0,OUT045
FDR56,3128.0,OUT046
FDV39,3244.0,OUT049
FDU37,-552.0,OUT019
FDQ11,2176.0,OUT010
FDX02,3464.0,OUT045
NCS42,1208.0,OUT018
FDY57,3028.0,OUT027
FDB21,3916.0,OUT049
FDE28,3768.0,OUT017
FDQ55,1976.0,OUT017
FDA48,3620.0,OUT049
FDZ19,2696.0,OUT045
NCC43,3892.0,OUT045
NCV18,1296.0,OUT046
NCA42,2256.0,OUT018
FDY45,4036.0,OUT046
NCC30,2756.0,OUT045
FDM57,1464.0,OUT013
FDL09,736.0,OUT010
FDB09,3468.0,OUT027
FDT44,2036.0,OUT035
NCT06,4068.0,OUT027
FDX26,3012.0,OUT049
FDK32,2520.0,OUT013
DRA12,2260.0,OUT046
FDO46,1116.0,OUT010
FDE52,1496.0,OUT013
NCH42,3560.0,OUT045
FDV08,864.0,OUT035
FDB47,3064.0,OUT018
FDC28,-148.0,OUT010
FDD22,1808.0,OUT046
FDS07,3308.0,OUT027
DRI13,3356.0,OUT045
FDG32,3224.0,OUT018
FDU14,4056.0,OUT017
FDD28,-912.0,OUT019
NCP41,1856.0,OUT017
FDS08,2900.0,OUT049
FDX47,2492.0,OUT045
FDC53,-244.0,OUT019
FDQ19,4008.0,OUT035
FDL14,2448.0,OUT045
FDM33,1600.0,OUT019
FDA51,1772.0,OUT045
FDZ27,560.0,OUT018
FDT04,672.0,OUT046
DRC13,2148.0,OUT049
FDR16,4900.0,OUT027
FDQ03,5236.0,OUT027
FDE38,2816.0,OUT035
DRH23,2372.0,OUT027
FDT11,1148.0,OUT019
FDD09,3004.0,OUT035
FDR40,1308.0,OUT045
FDX07,3064.0,OUT017
FDR07,1696.0,OUT035
FDA51,1960.0,OUT017
FDT59,1772.0,OUT019
FDF20,3204.0,OUT017
FDR13,1828.0,OUT045
FDY26,3484.0,OUT049
FDW04,2228.0,OUT017
FDK52,3684.0,OUT017
FDN60,2604.0,OUT049
FDM09,860.0,OUT019
FDP46,1532.0,OUT049
FDB50,-636.0,OUT019
NCQ29,4164.0,OUT049
FDP16,5348.0,OUT027
FDX33,2328.0,OUT018
FDP07,1172.0,OUT010
FDN22,3972.0,OUT046
FDF39,4276.0,OUT049
FDS21,1152.0,OUT017
NCM42,1760.0,OUT013
FDK50,728.0,OUT019
DRF13,3796.0,OUT027
FDH35,2336.0,OUT018
FDP60,1336.0,OUT018
DRJ49,3540.0,OUT027
NCT42,476.0,OUT019
FDE38,2780.0,OUT049
FDI04,3300.0,OUT049
NCH54,2424.0,OUT045
FDT56,1116.0,OUT049
DRD15,3392.0,OUT018
FDV58,3104.0,OUT013
FDP21,3132.0,OUT049
FDH05,3752.0,OUT013
FDR10,4044.0,OUT027
NCP06,2292.0,OUT045
FDF33,1836.0,OUT049
DRK37,3016.0,OUT013
DRH49,1276.0,OUT045
FDT58,2700.0,OUT013
FDD41,1448.0,OUT018
FDP40,1560.0,OUT018
FDM51,3156.0,OUT027
FDO45,-476.0,OUT010
FDW33,-228.0,OUT010
FDY24,876.0,OUT045
FDB10,1824.0,OUT010
FDM40,2384.0,OUT035
NCI06,2964.0,OUT017
FDW12,456.0,OUT019
FDX48,3980.0,OUT027
NCW05,3148.0,OUT027
FDX27,1668.0,OUT017
DRM37,3048.0,OUT045
FDA38,3756.0,OUT045
FDR36,704.0,OUT046
FDZ45,3136.0,OUT046
FDG05,2664.0,OUT017
FDK28,4124.0,OUT013
FDV47,1320.0,OUT045
FDN21,2476.0,OUT045
FDP20,3508.0,OUT027
FDI35,2816.0,OUT045
DRY23,792.0,OUT013
FDA56,2084.0,OUT017
FDB09,2012.0,OUT013
NCO26,3324.0,OUT027
FDQ49,2264.0,OUT018
FDI52,3420.0,OUT027
FDZ44,3356.0,OUT027
FDZ09,2328.0,OUT018
FDY03,1964.0,OUT049
NCG42,2164.0,OUT017
DRI13,4908.0,OUT027
FDQ32,2096.0,OUT013
FDW16,1660.0,OUT035
FDU27,792.0,OUT046
FDR28,716.0,OUT010
FDQ49,636.0,OUT010
FDS37,1864.0,OUT046
FDW26,3248.0,OUT018
FDX12,3584.0,OUT018
NCP06,2424.0,OUT013
FDW45,392.0,OUT010
NCN30,1628.0,OUT049
FDN24,980.0,OUT049
NCL41,2020.0,OUT027
FDR02,-112.0,OUT019
FDD09,956.0,OUT010
FDS33,-468.0,OUT010
FDU22,1840.0,OUT045
FDI53,2656.0,OUT013
DRH01,2876.0,OUT049
FDX32,2352.0,OUT013
NCP30,384.0,OUT018
FDB60,3044.0,OUT045
FDB14,1652.0,OUT049
NCP02,1092.0,OUT035
FDJ10,2380.0,OUT017
FDG34,1808.0,OUT046
NCB18,1508.0,OUT017
FDM16,1372.0,OUT049
FDW25,1104.0,OUT018
FDB35,-408.0,OUT010
DRN11,2288.0,OUT013
FDF41,2004.0,OUT019
FDH16,1364.0,OUT045
NCQ50,3072.0,OUT018
DRH23,632.0,OUT018
DRJ37,2448.0,OUT013
DRJ24,4372.0,OUT027
FDY16,3084.0,OUT035
FDQ27,1676.0,OUT045
FDZ33,2288.0,OUT045
FDF29,2080.0,OUT045
FDA08,2748.0,OUT049
FDG31,1060.0,OUT046
FDE34,1032.0,OUT019
NCR30,2652.0,OUT027
FDV33,4268.0,OUT035
DRZ24,1648.0,OUT018
NCL54,2876.0,OUT035
FDR12,2908.0,OUT049
NCC54,3780.0,OUT046
DRN59,792.0,OUT013
FDX50,-120.0,OUT019
FDV31,4284.0,OUT027
NCA29,4196.0,OUT027
FDW60,2980.0,OUT049
FDX08,3008.0,OUT017
DRD49,3736.0,OUT013
FDD33,3632.0,OUT046
FDW35,768.0,OUT013
FDJ36,1788.0,OUT017
FDV51,2792.0,OUT035
FDW36,1704.0,OUT046
FDH35,2612.0,OUT046
NCS30,3532.0,OUT027
FDN49,780.0,OUT017
FDL08,3616.0,OUT018
FDI09,3856.0,OUT013
FDP19,1776.0,OUT018
FDU21,-1320.0,OUT010
NCP41,1652.0,OUT045
FDY10,1848.0,OUT013
FDP12,400.0,OUT018
NCN26,1964.0,OUT049
FDK44,2792.0,OUT013
FDC28,1868.0,OUT049
FDJ41,5628.0,OUT027
NCT29,2104.0,OUT035
NCH42,1716.0,OUT019
FDU60,2424.0,OUT018
FDS02,3016.0,OUT045
FDC51,2016.0,OUT046
FDU03,2968.0,OUT013
FDX39,3324.0,OUT045
NCY05,-1316.0,OUT010
NCL06,5548.0,OUT027
FDD32,1480.0,OUT035
NCN41,1876.0,OUT045
NCX53,2356.0,OUT049
FDU57,532.0,OUT019
FDQ23,1676.0,OUT046
FDQ52,3844.0,OUT045
FDC14,656.0,OUT045
FDY09,2956.0,OUT035
FDQ28,2464.0,OUT045
FDV25,3492.0,OUT046
FDJ07,2020.0,OUT035
DRB25,1796.0,OUT049
FDK52,1668.0,OUT019
FDY52,2516.0,OUT027
FDB28,3120.0,OUT046
FDT36,748.0,OUT035
FDV25,3628.0,OUT017
NCN07,3540.0,OUT027
FDC57,3208.0,OUT017
FDQ03,3504.0,OUT018
FDU23,2772.0,OUT017
NCX41,3492.0,OUT035
NCD06,900.0,OUT035
FDW08,1628.0,OUT045
NCU29,2412.0,OUT017
NCE06,2580.0,OUT013
FDV52,-20.0,OUT010
FDB02,2964.0,OUT017
NCR18,644.0,OUT045
FDK16,1636.0,OUT049
NCQ29,2116.0,OUT010
FDZ01,-156.0,OUT019
FDW27,2668.0,OUT035
FDD17,3496.0,OUT018
FDW39,2896.0,OUT013
DRH59,1104.0,OUT045
FDS52,1696.0,OUT013
FDU40,4564.0,OUT027
NCF54,2780.0,OUT013
FDH46,1640.0,OUT045
NCP14,1748.0,OUT049
FDH50,3092.0,OUT049
DRF15,508.0,OUT010
FDV27,2932.0,OUT027
NCJ06,2020.0,OUT049
FDN02,2976.0,OUT018
FDQ51,932.0,OUT049
FDQ07,3660.0,OUT017
FDS45,1860.0,OUT049
NCJ06,1856.0,OUT045
FDD36,2032.0,OUT035
FDY25,2832.0,OUT045
FDU52,2460.0,OUT046
DRK47,3684.0,OUT017
NCL30,2140.0,OUT017
FDN22,4136.0,OUT035
NCF30,3452.0,OUT027
FDK03,4224.0,OUT035
FDT45,1016.0,OUT017
NCC54,5220.0,OUT027
FDP08,2848.0,OUT018
FDU44,2628.0,OUT046
DRG39,1008.0,OUT035
FDU32,2076.0,OUT049
FDY27,2948.0,OUT049
NCP54,1996.0,OUT013
NCZ41,2108.0,OUT049
DRL49,2312.0,OUT013
FDI05,1008.0,OUT018
FDY56,3552.0,OUT045
DRC13,2080.0,OUT013
NCV29,2948.0,OUT017
FDR24,1588.0,OUT049
FDZ34,2768.0,OUT018
FDP37,2144.0,OUT035
FDX08,4348.0,OUT027
FDS57,2176.0,OUT045
NCG18,1748.0,OUT049
FDK25,2440.0,OUT018
FDH53,1476.0,OUT049
DRI59,3248.0,OUT018
FDA52,2828.0,OUT046
FDT20,-1268.0,OUT010
FDE36,752.0,OUT019
FDI24,2876.0,OUT017
FDB28,2880.0,OUT018
FDV11,2956.0,OUT017
FDP01,2480.0,OUT046
FDD34,4052.0,OUT027
FDJ50,2340.0,OUT027
FDZ44,1952.0,OUT013
DRO59,1364.0,OUT035
DRB48,632.0,OUT045
FDR21,2512.0,OUT018
NCE42,1772.0,OUT010
FDO23,1476.0,OUT046
NCE30,3064.0,OUT018
FDQ22,788.0,OUT035
FDY01,1800.0,OUT045
FDS08,2932.0,OUT017
FDG28,3672.0,OUT018
FDQ51,584.0,OUT018
FDB05,4044.0,OUT017
FDO56,2028.0,OUT049
FDE02,1224.0,OUT018
FDN45,3616.0,OUT017
FDS09,904.0,OUT013
NCA54,2592.0,OUT018
FDP09,1444.0,OUT010
FDC53,1544.0,OUT045
NCM55,3044.0,OUT017
FDL09,2440.0,OUT018
FDA11,-372.0,OUT019
FDA50,1448.0,OUT045
FDC23,2952.0,OUT017
FDE22,2652.0,OUT049
FDD23,3000.0,OUT046
NCA29,2844.0,OUT049
FDK38,2340.0,OUT046
DRC13,1976.0,OUT046
NCP43,2940.0,OUT049
FDX28,1708.0,OUT049
FDF08,1604.0,OUT049
FDZ33,2364.0,OUT046
FDD10,2988.0,OUT049
FDO58,2688.0,OUT017
FDI50,3796.0,OUT017
FDO58,2564.0,OUT045
FDX08,2920.0,OUT013
NCK17,-1244.0,OUT010
FDF39,4328.0,OUT035
FDU45,-76.0,OUT010
NCJ18,1576.0,OUT018
DRC27,1988.0,OUT019
DRC25,1516.0,OUT035
FDU59,2696.0,OUT035
FDU28,3184.0,OUT035
NCP30,668.0,OUT046
FDB39,648.0,OUT018
FDE41,1488.0,OUT013
DRH11,-1012.0,OUT010
FDA58,3652.0,OUT045
FDU50,1884.0,OUT046
FDM34,2108.0,OUT013
FDM44,3116.0,OUT027
FDR39,2836.0,OUT045
FDM25,2764.0,OUT045
FDQ49,2644.0,OUT049
DRH25,592.0,OUT018
FDM09,4220.0,OUT027
FDL44,700.0,OUT019
NCR42,280.0,OUT018
DRL59,856.0,OUT046
FDX43,2720.0,OUT013
DRK47,1640.0,OUT010
FDU48,1832.0,OUT018
FDY12,796.0,OUT045
NCN43,1688.0,OUT018
NCM55,2632.0,OUT018
FDQ21,3436.0,OUT027
FDX13,4108.0,OUT035
NCK30,5444.0,OUT027
FDG20,2924.0,OUT049
DRG27,764.0,OUT017
FDY14,3896.0,OUT018
FDP59,1836.0,OUT035
FDU60,2828.0,OUT017
NCC18,784.0,OUT019
DRJ39,3540.0,OUT017
FDS07,1924.0,OUT049
FDM08,5028.0,OUT027
FDP51,1896.0,OUT045
FDU16,1512.0,OUT035
FDH12,1752.0,OUT013
DRE48,1180.0,OUT010
NCL42,5308.0,OUT027
FDR21,2744.0,OUT045
NCW29,2232.0,OUT035
FDO11,4048.0,OUT013
NCM31,2348.0,OUT049
FDV35,560.0,OUT019
FDF58,1132.0,OUT017
NCE43,2772.0,OUT049
FDA02,2488.0,OUT035
DRL37,-1196.0,OUT010
FDR24,1248.0,OUT018
FDW59,1460.0,OUT049
FDS22,916.0,OUT049
FDW24,944.0,OUT017
FDU24,1700.0,OUT035
FDA21,4428.0,OUT027
FDH58,3348.0,OUT027
FDW36,1408.0,OUT018
FDI45,4220.0,OUT027
FDU01,2712.0,OUT018
FDF35,3196.0,OUT027
FDU43,1908.0,OUT019
FDE24,404.0,OUT019
FDK50,2716.0,OUT049
FDG31,972.0,OUT045
FDC60,1428.0,OUT045
FDL36,1496.0,OUT013
FDP21,3104.0,OUT013
FDW16,1440.0,OUT045
FDX02,3656.0,OUT017
FDQ58,3932.0,OUT027
FDT51,1824.0,OUT046
FDD59,1436.0,OUT049
NCM42,1480.0,OUT018
FDA57,416.0,OUT018
FDZ48,1936.0,OUT035
FDE46,2364.0,OUT045
NCZ30,48.0,OUT019
FDB56,3132.0,OUT017
FDA25,3188.0,OUT027
FDD20,2040.0,OUT013
FDL25,1568.0,OUT013
NCO18,2908.0,OUT049
FDJ45,696.0,OUT017
FDR12,2900.0,OUT035
NCF19,-1148.0,OUT010
FDK25,2660.0,OUT046
NCR17,1812.0,OUT046
FDC52,2464.0,OUT046
NCA54,2968.0,OUT017
FDR45,1868.0,OUT010
NCM19,1916.0,OUT049
FDF39,5676.0,OUT027
FDX23,1684.0,OUT049
FDD58,3076.0,OUT027
FDX28,1652.0,OUT013
NCD31,2620.0,OUT013
FDU57,2176.0,OUT018
FDI27,804.0,OUT046
NCM42,1720.0,OUT046
FDD32,2836.0,OUT027
FDI34,3696.0,OUT013
NCM29,2180.0,OUT049
