Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG35,2863.62257904,OUT017
FDD08,-1138.59071543,OUT010
NCO07,3380.28426438,OUT017
FDJ10,399.974501919,OUT010
FDW36,1807.58464521,OUT017
FDW21,-163.610372594,OUT010
FDY19,2016.59537493,OUT017
DRE03,881.53148021,OUT013
NCC55,802.490345126,OUT049
FDH52,-721.68128951,OUT010
FDO09,4204.5714293,OUT017
FDU43,3687.54678837,OUT045
FDX09,877.516508008,OUT010
FDH40,-440.309251858,OUT019
FDW58,1825.72545707,OUT017
FDC47,3611.63140498,OUT017
NCR41,1687.28988139,OUT035
DRG49,3906.33980292,OUT035
FDC52,3900.614928,OUT027
FDY13,1273.28013496,OUT046
FDY35,905.285547025,OUT013
FDI35,2962.49636198,OUT017
NCU18,2333.06112754,OUT049
FDY33,2274.80533815,OUT018
FDC15,3885.20368918,OUT027
FDU01,3064.72884735,OUT049
NCU42,2655.31455956,OUT046
NCV29,2513.38589259,OUT018
NCY30,2952.58013912,OUT017
FDQ46,1916.0360968,OUT049
FDG58,3898.61871134,OUT027
FDK33,3437.13732011,OUT017
NCD07,1788.68167112,OUT045
NCX29,3689.37500892,OUT027
NCT42,2382.18984734,OUT013
DRN59,959.397239429,OUT035
FDI44,1463.59938774,OUT035
FDA45,2873.73513925,OUT049
FDP31,1080.69398486,OUT045
FDY01,1870.99195351,OUT046
FDT09,1920.7790091,OUT018
DRH03,2965.94302523,OUT027
FDA36,2683.90645579,OUT018
NCF31,2511.43892772,OUT017
FDG14,2552.32255225,OUT049
FDG28,5268.96419015,OUT027
FDU14,3978.64305302,OUT049
FDY47,284.237801656,OUT019
FDI56,1597.36389161,OUT049
DRD01,1051.77342685,OUT013
FDM22,1009.56821808,OUT046
FDH33,806.983796727,OUT013
DRZ24,1924.94543984,OUT013
NCQ38,1701.87380399,OUT046
FDO16,2847.45419147,OUT027
FDU07,3799.39857691,OUT027
NCB07,3044.8107951,OUT013
FDU48,2058.63451557,OUT045
NCM43,2530.88069523,OUT045
FDR31,473.341842901,OUT010
DRK49,489.727997058,OUT018
NCI30,1880.07263935,OUT010
DRD60,2929.02868434,OUT017
NCG19,3585.74230648,OUT046
FDH12,1855.79296781,OUT035
FDM32,1674.49074493,OUT035
FDM27,2628.20803778,OUT035
NCU53,4013.15574119,OUT027
NCQ18,1574.01690345,OUT046
FDS10,2859.66587822,OUT013
FDB33,3934.89871535,OUT027
FDI12,1501.50901626,OUT013
NCW42,3450.13687814,OUT013
NCC06,1783.159512,OUT018
FDW02,2179.08962793,OUT017
NCD43,1795.48906712,OUT017
FDM57,1163.6826462,OUT018
FDA58,3760.98278968,OUT017
FDK56,2881.31724491,OUT046
FDP52,3563.03874503,OUT045
FDW20,1743.74061544,OUT018
FDS52,1772.4741927,OUT049
NCT29,1643.4650566,OUT018
NCL54,2780.28245892,OUT013
FDC05,3066.93234661,OUT045
FDF34,3277.87284868,OUT035
FDP03,3471.76361988,OUT027
FDD32,-432.616846581,OUT010
FDZ10,1987.15969763,OUT045
FDZ40,1116.18345167,OUT035
FDD51,528.899794051,OUT018
NCY30,948.447154101,OUT019
FDP58,3469.801959,OUT017
FDV49,4191.7570051,OUT017
FDY24,-925.1214905,OUT019
NCO55,1813.23565846,OUT017
FDR13,2043.52529259,OUT017
FDS51,1191.8674948,OUT017
FDP26,1630.17111444,OUT045
NCB54,3476.82268894,OUT027
FDF32,3180.98118146,OUT017
FDN31,2697.12924218,OUT018
DRM48,756.21589014,OUT017
FDN20,2779.04707742,OUT049
DRL01,3623.9438957,OUT046
FDV56,1909.03302784,OUT049
DRH13,3170.55204384,OUT027
FDA03,2464.14523321,OUT017
FDF47,4893.1585556,OUT027
FDX32,2355.56706396,OUT046
FDX57,1738.7213376,OUT049
NCA30,2871.82793821,OUT045
FDO49,980.349979049,OUT013
FDL04,-172.217702299,OUT019
DRM48,816.267651636,OUT035
FDR16,3374.19925632,OUT013
NCC19,2714.22797976,OUT018
NCE42,3573.7754369,OUT045
FDY24,1097.88860127,OUT017
FDH19,2872.06139733,OUT049
FDJ46,2774.69905796,OUT013
FDN45,1580.2564871,OUT010
FDY08,2386.6462778,OUT035
FDZ37,1644.28629734,OUT035
NCT30,769.414526859,OUT045
DRY23,520.208589685,OUT018
NCZ30,1685.28050123,OUT018
FDC44,1541.30018144,OUT018
FDB45,1865.92811703,OUT035
FDY04,2662.33013619,OUT013
FDM27,2551.14393403,OUT046
FDZ43,3879.86212127,OUT017
FDT39,599.257548691,OUT019
NCC06,164.812311224,OUT019
FDL15,3867.70321861,OUT027
FDL57,4116.36654055,OUT017
FDU08,1632.34827149,OUT046
FDK40,4190.64443956,OUT017
FDQ12,1692.7856381,OUT010
FDS48,2513.20323851,OUT017
FDP09,3249.5492349,OUT045
FDW21,1793.46269461,OUT049
FDY25,2997.79640688,OUT035
DRE13,1518.65628051,OUT017
FDV43,-1077.99240812,OUT019
FDD22,1746.01712142,OUT045
FDM46,-383.136203255,OUT019
NCO30,1017.5337457,OUT010
FDM25,2773.76428326,OUT046
NCN41,2058.35659664,OUT049
FDU24,1501.30285592,OUT045
FDZ50,2915.18833786,OUT046
FDP45,3974.02614541,OUT013
NCM54,1942.80139302,OUT045
FDW10,890.016489394,OUT019
FDP20,2161.18255669,OUT017
FDK32,2439.16857985,OUT046
FDN52,1584.7689976,OUT049
FDM58,1783.98855915,OUT045
FDZ46,3227.47391348,OUT027
NCA18,1607.01869034,OUT018
FDD35,1974.91089133,OUT046
NCK31,1021.20028585,OUT035
FDI40,3097.49818569,OUT027
FDT50,-239.500708712,OUT019
NCT06,2575.81026881,OUT046
FDT31,3102.38292422,OUT035
FDT45,1052.90150937,OUT049
FDT13,2886.27409723,OUT045
FDO50,1442.84495283,OUT045
NCU18,344.543378181,OUT010
NCR54,3116.53815904,OUT049
NCO18,2521.22010447,OUT018
FDU09,975.872277815,OUT045
FDT13,2688.94132691,OUT018
FDE09,1834.94027919,OUT046
NCK53,-220.674404046,OUT019
FDG45,3425.90831156,OUT049
DRH15,934.418487007,OUT035
FDO21,1685.15164003,OUT019
FDD14,4283.23145445,OUT027
FDC09,1730.60009622,OUT046
FDH45,2255.62125341,OUT027
FDV32,1115.40936745,OUT046
FDG12,2130.31099146,OUT035
FDS32,2325.10178321,OUT013
NCL55,3589.30270385,OUT018
DRE01,3856.38831097,OUT035
DRE15,1395.11385217,OUT049
NCL42,3735.80562848,OUT045
FDP31,1154.16227396,OUT013
FDN33,1306.95817338,OUT018
FDZ59,2629.41056575,OUT046
FDE45,937.870749774,OUT010
FDJ07,1971.07365796,OUT013
FDQ45,2688.04262852,OUT018
FDM33,4826.71804491,OUT027
FDO15,-526.663167133,OUT010
FDM46,1541.53439438,OUT013
FDR03,3204.35438812,OUT045
FDY49,2417.68964889,OUT018
FDQ60,1888.92344732,OUT045
FDW10,2870.88972311,OUT049
FDO51,975.402315606,OUT049
FDJ40,1553.46855647,OUT018
FDS20,2601.52748204,OUT018
FDU45,1913.23800878,OUT013
FDV02,2814.61609944,OUT035
FDN09,3755.39781491,OUT046
NCM55,4322.72340272,OUT027
FDN23,2078.86554736,OUT018
FDY31,447.195187561,OUT010
FDW03,-74.4850353999,OUT010
FDD14,2838.73264085,OUT046
FDV23,2112.73232906,OUT017
DRI03,2693.7166233,OUT045
FDN13,1747.13118396,OUT035
FDF45,2529.48884912,OUT027
FDU46,1658.57966991,OUT035
FDB57,3611.12536241,OUT049
FDV12,1779.44271885,OUT049
FDQ58,2455.4383786,OUT013
NCA18,1954.96519751,OUT017
FDH52,1214.42804235,OUT049
FDM24,2159.16955544,OUT018
NCP43,4252.21481483,OUT027
NCO18,902.815859514,OUT019
FDM32,1624.97788773,OUT017
NCL07,806.04533373,OUT017
FDK03,3987.6245188,OUT013
FDP59,1817.75388931,OUT017
FDQ24,3976.93214156,OUT049
FDQ16,1525.51752792,OUT018
FDU44,2621.28443322,OUT013
FDH28,-1128.69757684,OUT010
FDV28,-1188.06016307,OUT019
FDM22,945.385419721,OUT045
FDR56,3089.82782708,OUT046
FDV39,3199.60813519,OUT049
FDU37,-493.396968835,OUT019
FDQ11,2139.1089074,OUT010
FDX02,3413.18429741,OUT045
NCS42,1239.90869191,OUT018
FDY57,3012.04927321,OUT027
FDB21,3823.62714543,OUT049
FDE28,3687.85054071,OUT017
FDQ55,1997.29597949,OUT017
FDA48,3547.08875967,OUT049
FDZ19,2676.77966371,OUT045
NCC43,3803.22696539,OUT045
NCV18,1331.16738927,OUT046
NCA42,2237.66700529,OUT018
FDY45,3965.11457201,OUT046
NCC30,2730.70776187,OUT045
FDM57,1501.10114746,OUT013
FDL09,758.453638227,OUT010
FDB09,3438.25991379,OUT027
FDT44,2052.30856415,OUT035
NCT06,3999.5678125,OUT027
FDX26,2971.74840764,OUT049
FDK32,2510.41055806,OUT013
DRA12,2257.22466512,OUT046
FDO46,1134.66463387,OUT010
FDE52,1534.68717065,OUT013
NCH42,3492.24056089,OUT045
FDV08,941.394211315,OUT035
FDB47,3017.14917702,OUT018
FDC28,-72.281260417,OUT010
FDD22,1832.60751727,OUT046
FDS07,3283.47753765,OUT027
DRI13,3302.1402138,OUT045
FDG32,3162.57037771,OUT018
FDU14,3978.0795328,OUT017
FDD28,-826.78318849,OUT019
NCP41,1870.62587251,OUT017
FDS08,2862.91863382,OUT049
FDX47,2485.93323237,OUT045
FDC53,-185.338948946,OUT019
FDQ19,3935.30190243,OUT035
FDL14,2447.16516396,OUT045
FDM33,1559.67856562,OUT019
FDA51,1788.47652829,OUT045
FDZ27,634.556893475,OUT018
FDT04,754.174082782,OUT046
DRC13,2140.04931853,OUT049
FDR16,4795.36766282,OUT027
FDQ03,5122.35222386,OUT027
FDE38,2799.1944786,OUT035
DRH23,2374.13692767,OUT027
FDT11,1136.85700112,OUT019
FDD09,2980.45274466,OUT035
FDR40,1355.81063819,OUT045
FDX07,3032.21763919,OUT017
FDR07,1735.09230774,OUT035
FDA51,1965.60506468,OUT017
FDT59,1733.88403221,OUT019
FDF20,3162.67236182,OUT017
FDR13,1854.39111528,OUT045
FDY26,3427.29049137,OUT049
FDW04,2229.88999044,OUT017
FDK52,3617.65806549,OUT017
FDN60,2582.72386202,OUT049
FDM09,855.675240398,OUT019
FDP46,1562.92125869,OUT049
FDB50,-579.806264437,OUT019
NCQ29,4057.60437737,OUT049
FDP16,5229.99887918,OUT027
FDX33,2309.26491519,OUT018
FDP07,1189.65624398,OUT010
FDN22,3892.92959817,OUT046
FDF39,4180.55944479,OUT049
FDS21,1213.97943775,OUT017
NCM42,1771.50178501,OUT013
FDK50,737.855206724,OUT019
DRF13,3749.60971553,OUT027
FDH35,2325.42670341,OUT018
FDP60,1372.41593987,OUT018
DRJ49,3506.01122968,OUT027
NCT42,486.009845934,OUT019
FDE38,2757.62009197,OUT049
FDI04,3244.83500709,OUT049
NCH54,2407.36676576,OUT045
FDT56,1160.91414953,OUT049
DRD15,3317.35847262,OUT018
FDV58,3067.32382669,OUT013
FDP21,3090.77126561,OUT049
FDH05,3678.9193433,OUT013
FDR10,3997.48402849,OUT027
NCP06,2290.09805062,OUT045
FDF33,1857.4718519,OUT049
DRK37,2966.3659072,OUT013
DRH49,1320.69247676,OUT045
FDT58,2674.7555495,OUT013
FDD41,1477.91972609,OUT018
FDP40,1584.66904383,OUT018
FDM51,3145.50439847,OUT027
FDO45,-382.643587425,OUT010
FDW33,-155.293464483,OUT010
FDY24,945.046064849,OUT045
FDB10,1802.25427043,OUT010
FDM40,2375.41093492,OUT035
NCI06,2918.7861463,OUT017
FDW12,478.545183762,OUT019
FDX48,3929.77051212,OUT027
NCW05,3118.14506121,OUT027
FDX27,1694.06066251,OUT017
DRM37,3001.51624999,OUT045
FDA38,3693.74925524,OUT045
FDR36,775.139196282,OUT046
FDZ45,3101.35731837,OUT046
FDG05,2643.78252528,OUT017
FDK28,4031.54049392,OUT013
FDV47,1372.72497316,OUT045
FDN21,2472.55192516,OUT045
FDP20,3477.44800087,OUT027
FDI35,2800.03963296,OUT045
DRY23,842.865641231,OUT013
FDA56,2100.22630673,OUT017
FDB09,2025.28884677,OUT013
NCO26,3292.37970173,OUT027
FDQ49,2262.01918109,OUT018
FDI52,3387.9269273,OUT027
FDZ44,3335.62500567,OUT027
FDZ09,2317.97551224,OUT018
FDY03,1975.58475884,OUT049
NCG42,2163.5315642,OUT017
DRI13,4805.85977608,OUT027
FDQ32,2104.27769059,OUT013
FDW16,1698.74263558,OUT035
FDU27,858.757748512,OUT046
FDR28,755.686892862,OUT010
FDQ49,677.383820318,OUT010
FDS37,1890.24367762,OUT046
FDW26,3190.3209724,OUT018
FDX12,3519.42423361,OUT018
NCP06,2407.89466622,OUT013
FDW45,446.786861615,OUT010
NCN30,1650.02121062,OUT049
FDN24,1035.87428318,OUT049
NCL41,2051.2951522,OUT027
FDR02,-58.5761012437,OUT019
FDD09,985.789641407,OUT010
FDS33,-378.639848703,OUT010
FDU22,1863.58284186,OUT045
FDI53,2625.19066051,OUT013
DRH01,2831.45907769,OUT049
FDX32,2345.35185064,OUT013
NCP30,464.655404223,OUT018
FDB60,3015.35141074,OUT045
FDB14,1674.31288565,OUT049
NCP02,1144.19571644,OUT035
FDJ10,2364.89061661,OUT017
FDG34,1834.96284328,OUT046
NCB18,1540.05107573,OUT017
FDM16,1416.38994715,OUT049
FDW25,1154.80840965,OUT018
FDB35,-323.893139155,OUT010
DRN11,2266.64425915,OUT013
FDF41,1936.63770382,OUT019
FDH16,1411.54351386,OUT045
NCQ50,3023.55446965,OUT018
DRH23,684.762286993,OUT018
DRJ37,2425.90395179,OUT013
DRJ24,4284.05708397,OUT027
FDY16,3051.79206817,OUT035
FDQ27,1708.22130314,OUT045
FDZ33,2289.40227555,OUT045
FDF29,2099.44889852,OUT045
FDA08,2726.97153216,OUT049
FDG31,1122.96859824,OUT046
FDE34,1027.11347459,OUT019
NCR30,2648.68045322,OUT027
FDV33,4181.92169604,OUT035
DRZ24,1654.82416914,OUT018
NCL54,2840.41378174,OUT035
FDR12,2876.59289029,OUT049
NCC54,3699.59600829,OUT046
DRN59,852.755104729,OUT013
FDX50,-75.2062554378,OUT019
FDV31,4217.24726989,OUT027
NCA29,4129.46040557,OUT027
FDW60,2942.38135331,OUT049
FDX08,2978.72697649,OUT017
DRD49,3645.1207614,OUT013
FDD33,3569.55154821,OUT046
FDW35,842.644289456,OUT013
FDJ36,1807.17919442,OUT017
FDV51,2778.74917165,OUT035
FDW36,1737.63403046,OUT046
FDH35,2604.90770643,OUT046
NCS30,3489.00238021,OUT027
FDN49,848.988959232,OUT017
FDL08,3546.98233638,OUT018
FDI09,3772.52237012,OUT013
FDP19,1781.15753386,OUT018
FDU21,-1192.56544923,OUT010
NCP41,1679.99611535,OUT045
FDY10,1870.6047597,OUT013
FDP12,482.205647262,OUT018
NCN26,1967.36238255,OUT049
FDK44,2764.20203076,OUT013
FDC28,1886.43019834,OUT049
FDJ41,5499.98457683,OUT027
NCT29,2106.17694185,OUT035
NCH42,1665.52632352,OUT019
FDU60,2411.83694671,OUT018
FDS02,2977.60197528,OUT045
FDC51,2038.78716979,OUT046
FDU03,2934.01046536,OUT013
FDX39,3281.70712804,OUT045
NCY05,-1197.37377432,OUT010
NCL06,5406.34053568,OUT027
FDD32,1528.66315002,OUT035
NCN41,1892.36370782,OUT045
NCX53,2345.15489972,OUT049
FDU57,542.486642896,OUT019
FDQ23,1713.50267443,OUT046
FDQ52,3770.92804358,OUT045
FDC14,742.219469503,OUT045
FDY09,2935.69532094,OUT035
FDQ28,2459.37556563,OUT045
FDV25,3440.36248873,OUT046
FDJ07,2044.55036295,OUT035
DRB25,1810.13047193,OUT049
FDK52,1626.97159317,OUT019
FDY52,2540.72219967,OUT027
FDB28,3081.37225301,OUT046
FDT36,825.335559673,OUT035
FDV25,3562.1780829,OUT017
NCN07,3499.57016368,OUT027
FDC57,3166.83595702,OUT017
FDQ03,3439.03703903,OUT018
FDU23,2752.42101081,OUT017
NCX41,3438.07337774,OUT035
NCD06,956.795247951,OUT035
FDW08,1655.43191285,OUT045
NCU29,2396.97005676,OUT017
NCE06,2548.63517747,OUT013
FDV52,38.1118242273,OUT010
FDB02,2932.04488475,OUT017
NCR18,719.80727144,OUT045
FDK16,1664.60365119,OUT049
NCQ29,2066.24685392,OUT010
FDZ01,-100.018486276,OUT019
FDW27,2646.7991179,OUT035
FDD17,3433.22911466,OUT018
FDW39,2866.73967449,OUT013
DRH59,1154.05680499,OUT045
FDS52,1725.7357444,OUT013
FDU40,4487.98919481,OUT027
NCF54,2745.59574237,OUT013
FDH46,1673.4919036,OUT045
NCP14,1758.1133266,OUT049
FDH50,3047.85226336,OUT049
DRF15,547.290012696,OUT010
FDV27,2930.51695105,OUT027
NCJ06,2022.87133116,OUT049
FDN02,2936.65471687,OUT018
FDQ51,999.975502791,OUT049
FDQ07,3594.66568451,OUT017
FDS45,1876.84722815,OUT049
NCJ06,1873.17516524,OUT045
FDD36,2055.01206082,OUT035
FDY25,2815.41948981,OUT045
FDU52,2455.19502975,OUT046
DRK47,3603.30843614,OUT017
NCL30,2139.30033679,OUT017
FDN22,4050.9781439,OUT035
NCF30,3408.54028568,OUT027
FDK03,4138.1158534,OUT035
FDT45,1080.45320642,OUT017
NCC54,5097.01237716,OUT027
FDP08,2813.2860655,OUT018
FDU44,2618.17896532,OUT046
DRG39,1068.70933175,OUT035
FDU32,2085.11198496,OUT049
FDY27,2911.69057452,OUT049
NCP54,2001.31694031,OUT013
NCZ41,2106.77473017,OUT049
DRL49,2301.79406406,OUT013
FDI05,1051.62042769,OUT018
FDY56,3495.40970157,OUT045
DRC13,2077.03703874,OUT013
NCV29,2907.26872144,OUT017
FDR24,1622.32020561,OUT049
FDZ34,2730.91388125,OUT018
FDP37,2153.3906188,OUT035
FDX08,4280.56790286,OUT027
FDS57,2182.68865648,OUT045
NCG18,1765.41368931,OUT049
FDK25,2411.34869352,OUT018
FDH53,1516.11179697,OUT049
DRI59,3184.21906121,OUT018
FDA52,2801.79620562,OUT046
FDT20,-1135.66090262,OUT010
FDE36,757.197559378,OUT019
FDI24,2847.87238808,OUT017
FDB28,2841.84335542,OUT018
FDV11,2919.60193653,OUT017
FDP01,2478.96242142,OUT046
FDD34,3998.11055635,OUT027
FDJ50,2372.49764912,OUT027
FDZ44,1965.55017567,OUT013
DRO59,1406.51670789,OUT035
DRB48,707.064489486,OUT045
FDR21,2491.42958197,OUT018
NCE42,1757.86051824,OUT010
FDO23,1514.21194215,OUT046
NCE30,3002.08360826,OUT018
FDQ22,873.047969081,OUT035
FDY01,1816.94464905,OUT045
FDS08,2902.32104472,OUT017
FDG28,3598.13810337,OUT018
FDQ51,664.800032065,OUT018
FDB05,3955.41669341,OUT017
FDO56,2039.31198672,OUT049
FDE02,1260.96171599,OUT018
FDN45,3550.17970075,OUT017
FDS09,961.396739536,OUT013
NCA54,2563.08847985,OUT018
FDP09,1449.44479826,OUT010
FDC53,1586.7908048,OUT045
NCM55,2996.0546986,OUT017
FDL09,2419.58873702,OUT018
FDA11,-310.88713767,OUT019
FDA50,1492.74491409,OUT045
FDC23,2927.077497,OUT017
FDE22,2630.99263651,OUT049
FDD23,2972.28774189,OUT046
NCA29,2806.77726306,OUT049
FDK38,2341.95379189,OUT046
DRC13,1986.54272391,OUT046
NCP43,2898.79360067,OUT049
FDX28,1725.29634179,OUT049
FDF08,1636.03546274,OUT049
FDZ33,2359.70351492,OUT046
FDD10,2954.46043237,OUT049
FDO58,2674.99343138,OUT017
FDI50,3724.42761644,OUT017
FDO58,2561.41706072,OUT045
